,2018-12-19,2019-01-07,2019-01-18,2019-01-31,2019-02-01
1 hr,34.60425000000001,32.13910000000001,36.68741666666668,37.34516666666666,37.393699999999995
1 min,34.64,32.15,36.64,37.14,37.43
1.5 hr,34.94126666666668,32.174366666666685,36.68155555555557,37.33433333333333,37.35175555555556
10 day,36.706,32.832,34.86899999999999,36.98,37.1
10 min,34.609,32.0965,36.62500000000001,37.3035,37.436
100 day,39.515100000000004,38.457300000000004,37.75110000000001,37.184450000000005,37.12915
125 day,39.61639999999999,39.080799999999996,38.691520000000004,38.39672000000001,38.37520000000001
15 min,34.54333333333334,32.07,36.64633333333334,37.31833333333334,37.442666666666675
150 day,39.373399999999975,38.98733333333331,38.81793333333333,38.7464,38.7384
175 day,39.195199999999986,38.89919999999998,38.75085714285713,38.664457142857124,38.65714285714284
2 day,35.754999999999995,32.18,36.455,37.795,37.305
2 hr,35.14692500000001,32.17150833333335,36.71043333333333,37.29877499999999,37.32765833333333
2.5 hr,35.335826666666684,32.20726666666668,36.74272666666666,37.28186666666668,37.34505999999999
20 day,37.3025,34.596999999999994,33.9705,35.4575,35.763
20 min,34.48049999999999,32.057249999999996,36.6738,37.35525,37.44250000000001
200 day,39.48819999999999,38.88039999999999,38.65329999999999,38.58419999999999,38.57349999999999
25 min,34.4656,32.06096,36.68688,37.3738,37.44080000000001
3 hr,35.43286111111114,32.24912777777779,36.77499444444443,37.263550000000016,37.36489444444443
3.5 hr,35.49281428571431,32.278371428571454,36.81906666666665,37.32071428571432,37.38531904761904
30 day,38.06816666666667,35.71333333333333,34.882333333333335,34.927,34.946666666666665
30 min,34.46866666666667,32.069700000000005,36.69006666666667,37.357,37.43790000000001
4 hr,35.52885833333336,32.27085416666669,36.85204999999999,37.389495833333356,37.42165
4.5 hr,35.52598888888893,32.241203703703725,36.858033333333324,37.442559259259276,37.438596296296275
40 day,37.944125,36.58362499999999,35.6365,35.499500000000005,35.46925
45 min,34.536333333333346,32.11391111111112,36.68315555555557,37.325155555555554,37.421711111111115
5 day,36.056,32.63,35.946,37.96,37.812
5 hr,35.56080666666671,32.20305666666669,36.87381999999999,37.45462333333335,37.433756666666646
5 min,34.689,32.132999999999996,36.64,37.260000000000005,37.455
5.5 hr,35.61427272727276,32.17868181818183,36.867739393939374,37.41694848484852,37.44830303030301
50 day,37.6385,36.87909999999999,36.42909999999999,35.9834,35.9566
50 min,34.55510000000001,32.12592000000001,36.68450000000002,37.33134,37.41214
55 min,34.56863636363637,32.13556363636365,36.6857272727273,37.33541818181818,37.40458181818182
6 hr,35.69207777777782,32.16295555555558,36.841922222222216,37.40224166666671,37.4544583333333
6.5 hr,35.77531538461543,32.18647179487182,36.804841025641025,37.353694871794914,37.444115384615344
60 day,37.655249999999995,36.804916666666664,36.61958333333333,36.66491666666666,36.597583333333326
70 day,37.9555,36.90292857142857,36.59049999999999,36.693071428571436,36.69864285714285
80 day,38.696250000000006,37.235062500000005,36.7340625,36.6324375,36.64931249999999
90 day,39.17233333333333,37.93066666666667,37.06994444444445,36.83894444444445,36.81272222222222
Tomorrow,34.54,32.47,35.66,37.46,37.58
