,2018-12-11,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-14,2019-01-15,2019-01-22,2019-01-23,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14
1 hr,55.12343333333332,56.64421666666667,56.08691666666667,54.20866666666669,53.01051666666667,52.073550000000026,50.72305000000001,49.48258333333334,50.93370000000004,52.13870000000001,51.72940000000002,50.75620000000001,52.083700000000015,52.02531666666663,52.90631666666669,53.414266666666656,53.992783333333314,54.185966666666694,54.413149999999966,52.86968333333333,53.83501666666664,54.56305000000001,54.816033333333344,54.71765,55.53431666666666,56.22413333333331,55.46476666666665,56.04025000000001,57.47534999999998,58.8518333333333,56.934550000000016,56.77461666666664
1 min,54.97,56.76,55.9,54.32,53.11,52.06,50.7,49.21,51.53,52.45,51.87,50.68,52.22,51.92,53.12,53.43,54.07,54.03,54.45,52.97,54.07,54.48,54.91,54.86,55.59,56.27,55.6,56.03,57.51,58.82,56.93,56.8
1.5 hr,55.063833333333314,56.58561111111111,56.091555555555566,54.194322222222254,53.0467222222222,52.29267777777779,50.73275555555555,49.55522222222221,50.7217444444445,52.10403333333335,51.77278888888889,50.835800000000006,52.05367777777778,52.04353333333331,52.876744444444476,53.42712222222222,53.98404444444445,54.220900000000036,54.39710000000001,52.8704888888889,53.78672222222222,54.56981111111114,54.82722222222224,54.721033333333345,55.58334444444441,56.194722222222225,55.468377777777754,56.05395555555556,57.445177777777744,58.884699999999945,56.814177777777786,56.7587111111111
10 day,56.385000000000005,56.04200000000001,55.898,55.537,55.036,54.63099999999999,54.21199999999999,53.75999999999999,52.864999999999995,51.626999999999995,51.38399999999999,51.14399999999999,51.16,51.285000000000004,51.677,52.129999999999995,52.38099999999999,52.772000000000006,52.973,53.708000000000006,53.803,54.146,54.273,54.419,54.57199999999999,55.03399999999999,55.148,55.259,55.513999999999996,55.946000000000005,56.19,56.379000000000005
10 min,54.94350000000001,56.7625,55.915,54.216499999999996,53.25940000000001,52.118500000000004,50.5015,49.3175,51.425,52.18140000000001,51.81150000000001,50.766000000000005,52.164999999999985,52.008799999999994,53.0249,53.368100000000005,54.065,54.0735,54.47950000000001,52.9415,53.9995,54.544,54.8695,54.801,55.577999999999996,56.25749999999999,55.5825,55.96730000000001,57.51700000000001,58.831999999999994,56.859,56.8319
100 day,61.76319999999999,61.679899999999996,61.6337,61.5662,61.484300000000005,61.393699999999995,61.291000000000004,61.1623,60.918,60.4837,60.338699999999996,60.1828,60.05329999999999,59.92979999999999,59.8179,59.7171,59.609199999999994,59.3812,59.268499999999996,58.79119999999999,58.676399999999994,58.1563,58.0565,57.96280000000001,57.8865,57.71979999999999,57.62399999999999,57.534699999999994,57.467699999999994,57.41209999999999,57.341499999999996,57.26639999999998
125 day,61.591439999999984,61.511199999999995,61.46751999999999,61.410959999999996,61.34728,61.28439999999999,61.21135999999999,61.131519999999995,60.98704,60.79296,60.71648,60.62047999999999,60.53463999999999,60.4404,60.37935999999999,60.32488,60.26951999999999,60.152879999999996,60.10064,59.87184,59.820240000000005,59.554640000000006,59.498560000000005,59.43368000000001,59.343599999999995,59.172799999999995,59.086639999999996,59.0044,58.94295999999999,58.89927999999999,58.84016,58.78647999999999
15 min,54.985333333333344,56.79066666666667,55.90999999999999,54.17166666666666,53.25493333333334,52.09900000000001,50.499,49.3624,51.38133333333334,52.194266666666664,51.806333333333335,50.77233333333333,52.16266666666665,52.02886666666667,53.00126666666668,53.34826666666667,54.04913333333333,54.07866666666668,54.47200000000001,52.941933333333346,53.98173333333333,54.558666666666674,54.856666666666676,54.77866666666667,55.55333333333333,56.25639999999999,55.56166666666666,55.97753333333334,57.51133333333334,58.81899999999998,56.85533333333334,56.84526666666667
150 day,61.34033333333332,61.29566666666665,61.262866666666646,61.23119999999998,61.19653333333332,61.14386666666665,61.07759999999998,60.996733333333324,60.86333333333332,60.714000000000006,60.663333333333334,60.6002,60.55053333333332,60.49853333333333,60.4544,60.40800000000001,60.35973333333334,60.27293333333335,60.231200000000015,60.03260000000002,59.984000000000016,59.79693333333334,59.76526666666667,59.738600000000005,59.71079999999999,59.648999999999994,59.61013333333332,59.56553333333332,59.52913333333333,59.49653333333333,59.471,59.44806666666666
175 day,60.847999999999985,60.831371428571416,60.82845714285713,60.8154857142857,60.794685714285706,60.76719999999999,60.73011428571428,60.68611428571428,60.59171428571427,60.47748571428571,60.43925714285714,60.39788571428571,60.36297142857141,60.32262857142856,60.28662857142856,60.2590857142857,60.23199999999999,60.202799999999996,60.186857142857136,60.059085714285715,60.020514285714285,59.872057142857145,59.83868571428572,59.8109142857143,59.788742857142864,59.74474285714286,59.72262857142858,59.69885714285715,59.686400000000006,59.681200000000004,59.66508571428572,59.64457142857143
2 day,54.705,56.46,56.34,55.105,53.7,52.585,51.375,49.945,50.230000000000004,52.224999999999994,52.155,51.285,51.465,52.08,52.53,53.28,53.75,53.96,54.245000000000005,53.519999999999996,53.53,54.495000000000005,54.7,54.885,55.225,55.84,55.935,55.805,56.754999999999995,58.16,57.875,56.864999999999995
2 hr,54.93582499999998,56.55939999999998,56.14377500000002,54.224983333333384,53.12759166666664,52.414450000000016,50.607441666666666,49.605058333333325,50.593725000000035,52.10057500000003,51.810075,50.852016666666685,52.01296666666668,52.08637499999997,52.87080833333334,53.44644166666667,54.00311666666668,54.242633333333366,54.41554166666666,52.88051666666666,53.75612499999998,54.57845000000004,54.83540000000003,54.73623333333337,55.62159999999998,56.14281666666668,55.45967499999996,56.04989166666668,57.43217499999995,58.91948333333332,56.743716666666685,56.75034166666663
2.5 hr,54.872293333333324,56.595606666666654,56.21617333333335,54.337840000000035,53.167059999999964,52.55496,50.61330000000001,49.67275333333333,50.4804066666667,52.13885333333335,51.85354,50.86982666666668,52.037500000000016,52.12131999999998,52.88128666666667,53.47024666666668,53.97633333333335,54.26716000000003,54.436166666666665,52.89704666666664,53.70654,54.535160000000026,54.83275333333336,54.74700000000003,55.62474666666667,56.11262666666668,55.47972666666662,56.007706666666685,57.4244933333333,58.9125333333333,56.692060000000005,56.732053333333305
20 day,56.63249999999999,56.620000000000005,56.5905,56.44199999999999,56.2025,55.9935,55.71299999999999,55.34400000000001,54.625,53.7625,53.46049999999999,53.089999999999996,52.89549999999999,52.7485,52.71849999999999,52.66799999999999,52.62299999999999,52.373000000000005,52.3,52.49649999999999,52.739999999999995,53.5595,53.7115,53.91949999999999,54.0875,54.41850000000001,54.52700000000001,54.62400000000001,54.80500000000001,55.044000000000004,55.16800000000002,55.32600000000001
20 min,55.016000000000005,56.78775,55.91299999999999,54.15475,53.21285,52.04625000000001,50.576449999999994,49.3529,51.3635,52.225750000000005,51.783249999999995,50.75474999999999,52.14675,52.0264,52.976450000000014,53.34805,54.03735,54.09040000000001,54.447,52.96360000000001,53.9683,54.547250000000005,54.8495,54.769250000000014,55.54075,56.26629999999999,55.535250000000005,55.976150000000004,57.503249999999994,58.81749999999998,56.89850000000001,56.842349999999996
200 day,60.884899999999995,60.808949999999996,60.77664999999999,60.73344999999998,60.67729999999999,60.612749999999984,60.54094999999998,60.46869999999999,60.32324999999999,60.17115,60.124199999999995,60.07575,60.03969999999998,60.00004999999998,59.97834999999999,59.96294999999999,59.94444999999999,59.9026,59.88485,59.80740000000001,59.795700000000004,59.74085000000001,59.7257,59.704800000000006,59.68629999999999,59.65895,59.644149999999996,59.634499999999996,59.6303,59.62945,59.616949999999996,59.6097
25 min,55.04800000000002,56.75019999999999,55.932999999999986,54.16220000000001,53.188159999999996,52.036800000000014,50.64476,49.33671999999999,51.318000000000005,52.23348,51.76820000000001,50.76679999999998,52.147200000000005,52.02871999999999,52.960360000000016,53.350639999999984,54.02792,54.10924000000002,54.42779999999999,52.95116000000001,53.95264,54.53912000000001,54.842,54.76240000000001,55.53292,56.26923999999999,55.502399999999994,55.97692000000001,57.493199999999995,58.819479999999984,56.94600000000002,56.833239999999996
3 hr,54.847150000000006,56.60442777777776,56.2848388888889,54.47314444444445,53.23669444444444,52.652783333333346,50.651761111111135,49.69742777777777,50.37658888888893,52.16834444444445,51.874272222222224,50.90793888888892,52.065838888888884,52.142255555555515,52.904738888888886,53.50572222222222,53.973188888888906,54.25532222222225,54.43589444444446,52.897199999999984,53.65323888888888,54.52461666666668,54.83127222222224,54.7551833333334,55.602988888888895,56.08461666666668,55.454788888888814,55.968488888888906,57.400188888888856,58.917711111111075,56.626016666666644,56.69938888888885
3.5 hr,54.8049619047619,56.61672857142857,56.37489523809524,54.574871428571434,53.30344285714287,52.742723809523824,50.69120476190477,49.73069523809522,50.345623809523836,52.17880476190477,51.85697142857145,50.96800000000001,52.07361428571429,52.15312380952376,52.891419047619074,53.52050952380954,53.97874285714287,54.225628571428594,54.440185714285725,52.908814285714264,53.5857,54.51863333333334,54.831280952380965,54.75250000000007,55.57635238095235,56.0643857142857,55.40911904761897,55.927128571428604,57.38206190476187,58.894633333333324,56.56913809523809,56.68081428571424
