,2018-12-11,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-14,2019-01-15,2019-01-22,2019-01-23,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14
30 day,56.945,56.84733333333334,56.80166666666666,56.696999999999996,56.57633333333333,56.42366666666666,56.19299999999999,55.882,55.37666666666667,54.93600000000001,54.756,54.516333333333336,54.38233333333333,54.236999999999995,54.12166666666666,54.00566666666666,53.87699999999999,53.596,53.49933333333333,53.068333333333335,53.080000000000005,52.915333333333336,52.93566666666666,52.99433333333333,53.11166666666667,53.50466666666668,53.728000000000016,53.87633333333335,54.05966666666668,54.286666666666676,54.43633333333335,54.60066666666669
30 min,55.091666666666676,56.735166666666665,55.95716666666665,54.164833333333355,53.167199999999994,52.02533333333334,50.67396666666665,49.36076666666667,51.25700000000001,52.22690000000001,51.75100000000001,50.78349999999999,52.141666666666666,52.023933333333325,52.952400000000026,53.3632,54.02526666666667,54.12303333333336,54.41666666666664,52.944800000000015,53.939866666666674,54.54423333333334,54.8388,54.74983333333334,55.523599999999995,56.26233333333333,55.483166666666655,55.986100000000015,57.48756666666667,58.814399999999985,56.97183333333334,56.8207
4 hr,54.75474166666666,56.61635833333333,56.444324999999985,54.699791666666655,53.36544166666669,52.807229166666694,50.700679166666674,49.763066666666646,50.31367083333336,52.17689166666669,51.835737500000015,51.03136666666666,52.061191666666666,52.164983333333296,52.880175000000044,53.526658333333344,53.96927500000002,54.20064166666671,54.43591249999999,52.924025,53.503174999999985,54.52347083333334,54.854487500000005,54.75930000000005,55.56014166666662,56.06002499999999,55.37925416666663,55.879812500000035,57.35994999999998,58.87719166666667,56.51422916666665,56.67166666666662
4.5 hr,54.73270740740742,56.635799999999996,56.507244444444424,54.78417037037037,53.39845925925928,52.86107777777778,50.72939629629631,49.84465555555555,50.239818518518554,52.15817407407408,51.83524814814815,51.08440740740742,52.040499999999994,52.1652333333333,52.86080370370374,53.5384925925926,53.963288888888904,54.1700666666667,54.432555555555545,52.94724444444444,53.442588888888885,54.52147407407409,54.87366666666665,54.76320000000006,55.53978888888884,56.09236666666665,55.352462962962925,55.82824444444446,57.34173703703699,58.85233703703703,56.47544444444443,56.66299629629624
40 day,58.28199999999998,57.935,57.727,57.516000000000005,57.26900000000002,56.99625000000002,56.675500000000014,56.36025000000001,55.925,55.508,55.36875,55.21825,55.107749999999996,54.96600000000001,54.83075000000001,54.715250000000005,54.62774999999999,54.496500000000005,54.44525,54.10474999999999,54.041999999999994,53.661,53.586,53.50475,53.491499999999995,53.56850000000001,53.597500000000004,53.623500000000014,53.65725000000001,53.7085,53.73400000000002,53.796500000000016
45 min,55.146333333333324,56.71417777777778,56.06213333333333,54.209333333333355,53.07764444444444,52.04073333333334,50.7303111111111,49.41471111111112,51.092822222222246,52.16482222222221,51.73037777777778,50.7598,52.11193333333334,52.039266666666656,52.93455555555558,53.40026666666666,54.012155555555545,54.162644444444474,54.416888888888884,52.907777777777774,53.884044444444434,54.55173333333333,54.81255555555557,54.73377777777777,55.51551111111111,56.22928888888888,55.463377777777765,56.02684444444445,57.47915555555555,58.82186666666666,56.9746,56.7946
5 day,54.826,55.212,55.648,55.620000000000005,55.246,54.42999999999999,53.21199999999999,51.872,50.484,51.38199999999999,51.976,51.803999999999995,51.85,51.834,51.972,52.284000000000006,52.958000000000006,53.71,53.974000000000004,53.705999999999996,53.632000000000005,54.660000000000004,54.75,54.742,54.870000000000005,55.407999999999994,55.54600000000001,55.775999999999996,56.157999999999994,56.839999999999996,56.972,57.212
5 hr,54.73010333333334,56.64268999999999,56.56190666666666,54.85264,53.44404666666669,52.88822666666667,50.80260333333335,49.92620999999998,50.1574566666667,52.15724,51.83216000000001,51.08795666666668,52.03459666666666,52.15729999999996,52.83896666666671,53.53586999999999,53.95026666666669,54.14028000000003,54.42859000000001,52.97191333333332,53.41312666666667,54.51742000000002,54.86748333333333,54.75732000000005,55.50075666666662,56.17442666666668,55.342083333333306,55.77554333333336,57.336029999999994,58.80105333333336,56.46588999999999,56.64448333333329
5 min,54.946000000000005,56.751,55.92,54.241,53.202,52.134,50.549,49.297000000000004,51.52900000000001,52.234,51.82000000000001,50.733,52.178999999999995,51.963,53.108000000000004,53.406000000000006,54.08,54.056,54.472,52.95,54.061,54.553,54.903,54.847,55.611000000000004,56.247,55.593,55.95360000000001,57.499,58.830999999999996,56.927,56.85
5.5 hr,54.74279090909093,56.65645757575757,56.59990303030303,54.89307878787879,53.49049696969702,52.91398484848483,50.876242424242456,50.02557575757575,50.065951515151546,52.17787878787878,51.81888181818181,51.055772727272725,52.01959090909089,52.15221515151513,52.82117272727275,53.52077878787879,53.93821212121217,54.11286060606064,54.42314242424241,52.99684545454544,53.38983333333334,54.5216878787879,54.8428121212121,54.7661757575758,55.4649424242424,56.311463636363634,55.366145454545425,55.72869090909092,57.31517575757573,58.74900909090909,56.4693636363636,56.64181818181812
50 day,59.345399999999984,59.03779999999999,58.86159999999999,58.657199999999996,58.4296,58.19660000000001,57.9388,57.6638,57.198600000000006,56.50700000000002,56.28960000000002,56.04400000000001,55.829000000000015,55.597400000000015,55.423600000000015,55.24580000000001,55.2162,55.05760000000001,55.001000000000005,54.7144,54.62520000000001,54.38539999999999,54.338199999999986,54.27759999999999,54.26439999999999,54.240399999999994,54.21419999999999,54.1758,54.1668,54.1752,54.16680000000001,54.14460000000001
50 min,55.154299999999985,56.69036000000001,56.081100000000006,54.222300000000025,53.05322,52.05936000000001,50.74388,49.43394,51.03652000000004,52.14934,51.72434000000001,50.755019999999995,52.10184,52.034039999999976,52.92130000000004,53.40483999999999,54.00583999999999,54.17018000000003,54.42015999999998,52.88859999999999,53.86063999999998,54.55096000000001,54.80924000000002,54.72967999999999,55.51986,56.227159999999984,55.46311999999999,56.032920000000004,57.480519999999984,58.83197999999999,56.96664,56.78373999999999
55 min,55.13996363636363,56.66414545454547,56.08354545454546,54.21890909090911,53.030927272727276,52.059054545454565,50.73770909090909,49.457181818181816,50.98538181818186,52.143018181818185,51.72334545454547,50.753309090909084,52.09421818181819,52.02939999999997,52.90925454545458,53.40707272727271,53.998309090909075,54.17778181818185,54.41856363636361,52.87565454545454,53.84410909090907,54.55278181818184,54.811945454545466,54.72416363636362,55.52672727272727,56.22723636363635,55.46392727272727,56.03736363636365,57.47856363636362,58.843709090909066,56.95112727272728,56.780127272727256
6 hr,54.752752777777815,56.65840277777778,56.654022222222224,54.92543888888887,53.54375,52.906502777777746,50.94468611111117,50.11225277777781,49.989625000000046,52.20262500000001,51.81648055555556,51.03303333333334,51.99062499999997,52.1499111111111,52.83096388888889,53.53648055555557,53.911716666666706,54.07682222222228,54.421633333333325,53.015922222222216,53.3775833333334,54.5177,54.81830555555553,54.77899722222225,55.431074999999986,56.43460833333333,55.40788333333331,55.68250277777778,57.27664722222222,58.694044444444465,56.50193888888886,56.63686944444438
6.5 hr,54.76823333333336,56.64412307692308,56.688546153846126,54.949833333333316,53.624612820512816,52.89597435897432,51.007076923076994,50.19456666666672,49.94490000000004,52.20641538461541,51.8043,51.059046153846175,51.93971538461534,52.15497692307692,52.816387179487194,53.52967948717948,53.87365384615387,54.03408717948721,54.39986410256408,53.0224051282051,53.37652307692314,54.51627435897434,54.799871794871805,54.783369230769246,55.40001282051279,56.45421794871795,55.45003333333333,55.65851794871796,57.212674358974354,58.630264102564105,56.64099487179483,56.64185641025634
60 day,60.14216666666665,59.88116666666666,59.74649999999999,59.57966666666666,59.400999999999996,59.20583333333333,58.98433333333333,58.73466666666666,58.26533333333334,57.65583333333334,57.44500000000001,57.215333333333334,57.023833333333336,56.82983333333334,56.66600000000001,56.52983333333334,56.39566666666667,56.08100000000002,55.91800000000001,55.282500000000006,55.15350000000001,54.8585,54.816333333333326,54.785333333333334,54.767666666666656,54.693333333333335,54.652499999999996,54.62649999999999,54.638833333333324,54.67899999999999,54.686166666666665,54.67833333333333
70 day,60.767714285714256,60.528142857142846,60.40242857142856,60.251142857142845,60.09214285714285,59.93285714285713,59.748714285714286,59.52628571428571,59.10257142857143,58.58657142857143,58.40885714285715,58.22142857142857,58.05642857142857,57.88442857142858,57.72642857142858,57.572428571428574,57.42471428571429,57.133571428571436,56.98685714285715,56.38385714285714,56.257000000000005,55.66485714285715,55.553000000000004,55.43700000000001,55.331428571428575,55.136428571428574,55.04042857142857,55.047,55.034142857142854,55.053714285714285,55.04871428571429,55.03957142857143
80 day,61.355749999999986,61.13325,61.01062499999999,60.87075,60.718624999999996,60.55174999999999,60.364875,60.16049999999999,59.77987499999999,59.305499999999995,59.14274999999999,58.97362499999999,58.836249999999986,58.690749999999994,58.545125,58.39825,58.262374999999984,58.004125,57.884875,57.362375,57.23600000000001,56.63175000000001,56.511625,56.39137500000002,56.289750000000005,56.104124999999996,56.029124999999986,55.952749999999995,55.89112499999999,55.82174999999999,55.73049999999999,55.656249999999986
90 day,61.81277777777776,61.579333333333324,61.46777777777777,61.333666666666666,61.187111111111115,61.04144444444444,60.89033333333334,60.72244444444445,60.412333333333336,59.967999999999996,59.81666666666667,59.654777777777774,59.50822222222221,59.35599999999999,59.21788888888887,59.08088888888888,58.95777777777776,58.715888888888884,58.60188888888888,58.1371111111111,58.01822222222223,57.469444444444456,57.365,57.265444444444455,57.174444444444454,56.99133333333334,56.89566666666666,56.80233333333334,56.72955555555556,56.66922222222222,56.58266666666666,56.49688888888887
Tomorrow,56.15,55.91,54.3,53.1,52.07,50.68,49.21,48.9,52.0,51.87,50.7,52.23,51.93,53.13,53.43,54.07,53.88,54.45,53.64,54.08,54.46,54.91,54.86,55.59,55.41,55.6,56.01,57.5,58.82,56.93,56.8,57.91
