,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-15
1 hr,20.183333333333337,20.45843333333334,20.05024999999999,20.10135,19.943383333333337,19.802249999999997,19.76451666666667,20.008383333333327,19.34510000000001,19.3982,19.25313333333334,19.65498333333333,19.662166666666668,20.0237,20.197783333333348,19.5442,19.55403333333332,19.730116666666685,19.295850000000005,19.03503333333333,19.146016666666657,19.158316666666664,19.32918333333334,19.166199999999996,19.53788333333332,18.605500000000003,17.927716666666658,17.863999999999997,17.791766666666664,17.95048333333333,18.23906666666667,18.189566666666664,18.277983333333324,18.39971666666666,18.036216666666657,18.05111666666666,18.107650000000014,18.0079,17.953266666666682,18.221166666666672
1 min,20.13,20.44,20.09,20.115,20.01,19.83,19.79,20.01,19.33,19.56,19.28,19.73,19.645,20.04,20.18,19.505,19.58,19.71,19.27,19.03,19.104,19.19,19.3,19.18,19.51,18.55,17.96,17.87,17.77,17.98,18.24,18.22,18.26,18.39,18.05,18.045,18.12,17.97,17.93,18.26
1.5 hr,20.19408888888888,20.452166666666677,20.039244444444442,20.10021111111111,19.95386666666667,19.80787777777778,19.80951111111111,20.002011111111106,19.37010000000002,19.350244444444446,19.226877777777794,19.68005555555556,19.677311111111113,20.021700000000006,20.19192222222223,19.540566666666663,19.54683333333333,19.745366666666694,19.304311111111115,19.020622222222226,19.151366666666664,19.156633333333332,19.333499999999997,19.168833333333342,19.534599999999994,18.606711111111093,17.933955555555542,17.86666666666666,17.80755555555555,17.94588888888889,18.240299999999994,18.188400000000005,18.27881111111111,18.409544444444442,18.039755555555562,18.052677777777774,18.101711111111108,18.013500000000008,17.95283333333334,18.22111111111111
10 day,20.919000000000004,20.839000000000002,20.679000000000002,20.56,20.412,20.27,20.178,20.103,19.99,19.838,19.582,19.553000000000004,19.533,19.555999999999997,19.573999999999998,19.645,19.647,19.687,19.663999999999998,19.64,19.579,19.534,19.461,19.360999999999997,19.339999999999996,19.244999999999997,19.083999999999996,18.9,18.747999999999998,18.641000000000002,18.554000000000002,18.456000000000003,18.238,18.126,18.074999999999996,18.082,18.107999999999997,18.129,18.125000000000004,18.1
10 min,20.116899999999998,20.424699999999998,20.081799999999998,20.1035,19.9697,19.8459,19.800500000000003,19.985,19.3535,19.5144,19.2578,19.6832,19.6599,20.036,20.180900000000005,19.495700000000003,19.5674,19.721000000000004,19.2548,19.0212,19.111900000000002,19.1664,19.300000000000004,19.1684,19.525100000000002,18.582,17.9684,17.8476,17.755000000000003,17.964599999999997,18.241999999999997,18.196499999999997,18.2587,18.390100000000004,18.0591,18.035999999999994,18.126500000000004,17.976499999999998,17.9425,18.247999999999998
100 day,20.970155,20.946489,20.918837000000003,20.889735,20.861283000000004,20.831423,20.797855999999996,20.755785999999997,20.710521999999997,20.626809999999995,20.496865,20.457051999999997,20.417799999999996,20.387603,20.361143,20.307038,20.280607999999997,20.256058999999997,20.225655999999994,20.190713999999996,20.156762999999994,20.126529999999992,20.097493999999994,20.064631999999992,20.037209999999995,19.999314999999996,19.966218999999995,19.934648999999993,19.905579999999997,19.878124999999994,19.851521999999992,19.82500799999999,19.765430999999992,19.735950999999993,19.699861999999992,19.664061999999998,19.627796999999997,19.588184,19.548268999999998,19.468434999999996
125 day,21.53373840000001,21.502901600000012,21.47113200000001,21.441548000000008,21.41092800000001,21.378325600000007,21.346336800000003,21.312836000000004,21.276703200000004,21.210356000000004,21.108733600000008,21.0754048,21.038168000000002,21.0014064,20.966778400000003,20.895406400000006,20.862513600000007,20.832136800000004,20.7979336,20.7644552,20.733093599999997,20.70548399999999,20.677431199999994,20.648029599999997,20.61986799999999,20.585506399999996,20.5466584,20.504284799999994,20.45270879999999,20.40545759999999,20.36129999999999,20.32024799999999,20.231815999999984,20.18909199999998,20.14388159999998,20.099679999999978,20.06024239999998,20.02139439999998,19.984560799999983,19.91952639999998
15 min,20.122266666666665,20.4298,20.080266666666663,20.099666666666664,19.95626666666667,19.84213333333333,19.786533333333335,19.9896,19.347066666666667,19.493266666666663,19.268333333333334,19.67866666666667,19.664533333333335,20.03566666666667,20.179600000000004,19.50733333333334,19.564266666666665,19.725333333333342,19.2602,19.018866666666668,19.116133333333334,19.16626666666667,19.307666666666666,19.16753333333333,19.5284,18.581666666666663,17.962066666666665,17.84693333333333,17.758333333333333,17.965466666666664,18.239333333333335,18.195066666666666,18.26346666666667,18.39106666666667,18.0604,18.0418,18.126,17.981,17.94333333333333,18.246333333333332
150 day,22.08936400000001,22.04717066666668,22.002768000000014,21.958627333333347,21.916232000000015,21.88094466666668,21.848117333333345,21.816561333333343,21.781911333333344,21.70872066666668,21.606152000000012,21.577066666666674,21.545836666666677,21.518694000000007,21.490568666666675,21.425855333333345,21.392056666666676,21.360129333333344,21.325207333333342,21.287778000000007,21.251398666666674,21.219248666666672,21.18595133333334,21.153410000000008,21.12469,21.08950666666667,21.049871333333336,21.010280666666667,20.967429999999993,20.92811933333333,20.89209933333333,20.857629999999997,20.78484399999999,20.75027799999999,20.711370666666653,20.669673333333318,20.626305333333317,20.58271533333332,20.538728666666657,20.464627999999987
175 day,22.831124571428575,22.797561714285717,22.75950228571429,22.72140171428572,22.68198228571429,22.639148000000006,22.59608514285715,22.552412571428576,22.50486628571429,22.40840514285715,22.267960571428585,22.220935428571437,22.17467485714287,22.132023428571436,22.088370285714294,21.999599428571443,21.95676685714287,21.914673142857154,21.870869714285725,21.826438285714296,21.782460000000007,21.74042628571429,21.69774628571429,21.654486857142867,21.61316628571429,21.568541714285722,21.527609714285724,21.48838628571429,21.44853828571429,21.410952571428574,21.37421885714286,21.335189142857146,21.261702857142854,21.227844571428573,21.193371428571425,21.157459999999993,21.123280571428566,21.08654457142857,21.04873028571428,20.97536285714285
