,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
4.5 hr,6.2987740740740605,6.39607777777778,6.207537037037044,6.206974074074073,6.160818518518503,6.15026666666667,6.114807407407412,5.909770370370378,5.657699999999993,5.612596296296291,5.674548148148151,5.852929629629624,5.962570370370377,6.173781481481502,6.252800000000002,6.304914814814817,6.059703703703697,6.045162962962953,6.031288888888896,5.971418518518516,5.9424333333333275,6.015562962962943,6.036199999999999,6.116085185185209,5.863111111111116,5.759474074074074,5.734959259259261,5.814562962962952,5.739666666666665,5.761314814814815,5.94830740740742,5.989440740740738,5.946129629629624,6.076992592592589,5.987299999999999,5.878866666666641,5.920688888888894,5.89131481481483,5.871485185185165,5.876844444444423,5.936329629629647,5.991388888888879
40 day,6.094745000000001,6.0995300000000015,6.098087500000003,6.096390000000002,6.095687500000002,6.099470000000002,6.099507500000002,6.098295000000002,6.097067500000002,6.092127500000002,6.084485000000002,6.079540000000001,6.075592500000001,6.077382500000001,6.0746925,6.0762425,6.0725025,6.06901,6.067762499999999,6.062772499999998,6.056034999999998,6.048549999999998,6.043062499999999,6.043062499999999,6.042564999999999,6.037574999999999,6.029839999999999,6.0218549999999995,6.0131225,6.001894999999999,5.991915,5.981935,5.9734525,5.961474999999999,5.955237499999999,5.9475025,5.939575,5.9284,5.92022,5.9137875,5.9091025,5.9064175
45 min,6.284222222222223,6.353466666666668,6.2309333333333345,6.192800000000001,6.112888888888891,6.139622222222221,6.000044444444443,5.917111111111111,5.584822222222225,5.669777777777775,5.692088888888889,5.834399999999999,5.950555555555555,6.168999999999998,6.239000000000003,6.323777777777776,6.050400000000001,6.055288888888891,6.06671111111111,5.953444444444448,5.9669555555555585,6.013888888888889,6.042666666666665,6.072444444444444,5.853733333333334,5.802644444444441,5.736666666666667,5.814511111111112,5.739666666666666,5.795555555555553,5.947088888888889,5.854400000000002,5.967422222222224,6.071222222222224,5.959955555555555,5.898999999999998,5.914088888888889,5.873888888888887,5.873888888888887,5.9062,5.932844444444445,6.008488888888889
5 day,6.23118,6.25712,6.2351600000000005,6.22518,6.209200000000001,6.18726,6.1273800000000005,6.057519999999999,5.9417599999999995,5.73618,5.66834,5.74618,5.7881,5.87592,5.9757,6.103440000000001,6.13538,6.16132,6.141360000000001,6.08748,6.01362,6.00562,6.00164,5.99766,5.9777000000000005,5.9497599999999995,5.89588,5.849959999999999,5.790079999999999,5.76812,5.784079999999999,5.80004,5.83198,5.945740000000001,5.9557199999999995,5.9677,5.96016,5.92664,5.90512,5.89358,5.901999999999999,5.922
5 hr,6.301036666666651,6.396803333333338,6.208966666666672,6.215986666666665,6.166299999999982,6.146760000000001,6.121300000000008,5.916686666666675,5.666326666666659,5.602786666666664,5.673140000000006,5.857919999999998,5.957486666666677,6.168756666666685,6.252573333333336,6.3018033333333365,6.065943333333328,6.043393333333326,6.027303333333337,5.971786666666661,5.942426666666662,6.011086666666648,6.034396666666669,6.117170000000022,5.868106666666672,5.76288,5.735523333333336,5.812709999999989,5.742450000000001,5.759099999999996,5.944630000000015,5.997746666666664,5.95260333333333,6.084390000000003,5.9887266666666665,5.877559999999974,5.917956666666677,5.898690000000011,5.871166666666647,5.8759966666666426,5.934203333333354,5.991326666666659
5 min,6.264,6.318,6.234,6.178,6.119000000000001,6.154999999999999,6.011,5.898999999999999,5.5920000000000005,5.720999999999999,5.7084,5.888,5.942000000000001,6.167999999999999,6.239,6.342,6.054,6.068,6.067000000000001,5.952999999999999,5.981,6.016,6.045999999999999,6.051,5.844800000000001,5.827999999999999,5.743,5.808999999999999,5.749,5.761,5.922,5.861,5.975,6.0280000000000005,5.953,5.898999999999999,5.927999999999999,5.862,5.885999999999999,5.9030000000000005,5.917,6.031
5.5 hr,6.302330303030288,6.398169696969702,6.212269696969701,6.22151212121212,6.166724242424228,6.143733333333334,6.126875757575766,5.927230303030312,5.676284848484842,5.594693939393937,5.673878787878796,5.856624242424237,5.947351515151521,6.16267575757577,6.253093939393943,6.296663636363636,6.0713878787878715,6.040781818181816,6.024712121212125,5.971063636363629,5.943742424242418,6.009154545454527,6.0324515151515214,6.118266666666688,5.872166666666674,5.768663636363634,5.74058787878788,5.809415151515142,5.743984848484851,5.757215151515148,5.941342424242441,6.006945454545449,5.955451515151512,6.090730303030309,5.989860606060605,5.8797151515151285,5.915245454545469,5.905151515151524,5.870545454545432,5.874833333333312,5.931639393939416,5.9927848484848445
50 day,6.103204000000001,6.103844000000001,6.104282,6.102726000000001,6.101168000000001,6.101802,6.098546,6.092994,6.086036,6.0681400000000005,6.038122,6.03317,6.032004,6.035027999999999,6.040643999999999,6.0548319999999975,6.060443999999998,6.068643999999998,6.0778399999999975,6.079861999999997,6.079293999999996,6.077731999999997,6.076769999999998,6.0758079999999985,6.066271999999999,6.057331999999999,6.048151999999999,6.040367999999997,6.032983999999999,6.024799999999999,6.018211999999998,6.008431999999998,6.002643999999999,6.005437999999999,6.004039999999999,6.000646000000001,5.9966979999999985,5.992147999999999,5.986602,5.9784619999999995,5.972518,5.966978
50 min,6.286500000000001,6.356020000000001,6.230140000000003,6.1935199999999995,6.114200000000002,6.13624,6.002039999999998,5.917500000000001,5.589100000000002,5.665399999999997,5.689580000000002,5.833459999999998,5.9509599999999985,6.170399999999998,6.237700000000006,6.322899999999999,6.051760000000001,6.054420000000004,6.066439999999999,5.954280000000001,5.966760000000002,6.014299999999999,6.043099999999999,6.072699999999998,5.85106,5.801279999999999,5.737760000000001,5.8160799999999995,5.738900000000001,5.7951999999999995,5.9572600000000016,5.8528600000000015,5.967480000000002,6.0719,5.959459999999998,5.899299999999996,5.912879999999999,5.8728,5.873799999999999,5.905979999999997,5.931960000000001,6.0068600000000005
55 min,6.286181818181819,6.3578909090909095,6.22858181818182,6.1932909090909085,6.1154363636363644,6.133127272727274,6.001672727272726,5.915727272727273,5.594636363636364,5.661272727272725,5.688090909090912,5.832599999999997,5.95250909090909,6.171436363636362,6.235818181818186,6.320454545454545,6.052690909090909,6.054109090909095,6.066163636363635,5.955527272727274,5.965327272727273,6.015454545454542,6.043545454545455,6.0743636363636355,5.84850909090909,5.799418181818181,5.73869090909091,5.81661818181818,5.7376363636363665,5.793636363636363,5.966781818181819,5.852690909090911,5.966800000000002,6.072636363636363,5.958963636363634,5.899818181818177,5.913345454545455,5.871727272727274,5.873727272727272,5.905890909090905,5.931600000000002,6.00569090909091
6 hr,6.3007722222222124,6.398938888888896,6.219747222222231,6.223761111111108,6.167344444444432,6.1437055555555595,6.130180555555566,5.9373138888889,5.6866361111111035,5.591983333333328,5.676269444444452,5.854947222222217,5.93560833333334,6.154111111111125,6.252025,6.296977777777775,6.077311111111104,6.036322222222221,6.024627777777782,5.970305555555545,5.94684999999999,6.0105472222222085,6.031258333333339,6.1165388888889085,5.878105555555562,5.775522222222217,5.74443888888889,5.8052388888888835,5.74401111111111,5.755891666666663,5.939063888888905,6.0105361111111035,5.954549999999998,6.093752777777781,5.988538888888888,5.882538888888871,5.912597222222238,5.911666666666674,5.872891666666649,5.8716861111110905,5.926627777777795,5.992266666666659
6.5 hr,6.300987179487173,6.396138461538467,6.227664102564114,6.224869230769222,6.165605128205117,6.143576923076926,6.1338487179487275,5.943764102564118,5.700892307692298,5.592492307692307,5.679728205128214,5.849225641025639,5.928048717948725,6.146335897435911,6.250199999999998,6.296574358974363,6.091794871794864,6.035558974358977,6.024423076923082,5.971074358974346,5.948587179487164,6.010482051282042,6.032284615384626,6.113033333333355,5.88451794871795,5.782248717948715,5.74992307692308,5.8013999999999974,5.743274358974353,5.751969230769226,5.932202564102578,6.011358974358969,5.951205128205125,6.094041025641025,5.992307692307696,5.883610256410238,5.911325641025657,5.915879487179491,5.875261538461524,5.873571794871769,5.923748717948735,5.9922153846153705
60 day,6.192923333333331,6.180839999999999,6.167759999999999,6.154178333333332,6.139598333333333,6.126016666666666,6.1222249999999985,6.116104999999999,6.103168333333333,6.079623333333333,6.053113333333332,6.0481566666666655,6.045191666666665,6.044973333333331,6.045834999999998,6.05267833333333,6.054366666666663,6.05256833333333,6.051599999999996,6.045814999999996,6.04152333333333,6.0393916666666625,6.040249999999997,6.0407749999999965,6.039301666666663,6.042641666666664,6.042161666666663,6.044836666666663,6.047178333333331,6.0453699999999975,6.04389833333333,6.0394366666666635,6.037469999999998,6.031381666666665,6.026093333333332,6.020771666666666,6.016318333333332,6.012194999999999,6.008238333333333,6.0026183333333325,5.996168333333332,5.992383333333334
70 day,6.318618571428569,6.307692857142856,6.294915714285712,6.283274285714285,6.270635714285713,6.258994285714284,6.243222857142855,6.225028571428569,6.203411428571426,6.159894285714284,6.104302857142855,6.088669999999997,6.074034285714283,6.072922857142854,6.0723814285714255,6.072128571428568,6.068027142857139,6.064635714285711,6.061528571428568,6.057707142857138,6.053887142857138,6.051348571428567,6.05037571428571,6.048478571428568,6.043942857142853,6.042537142857139,6.039564285714282,6.034458571428567,6.02906714285714,6.021114285714282,6.016579999999997,6.012044285714282,6.0117814285714255,6.0132485714285675,6.0179642857142825,6.019548571428569,6.023584285714283,6.027331428571427,6.028235714285713,6.026862857142855,6.024495714285712,6.023699999999999
80 day,6.399071249999997,6.391129999999997,6.382439999999997,6.373001249999997,6.362191249999997,6.353001249999997,6.341441249999997,6.327513749999997,6.310092499999998,6.274006249999998,6.2234962499999975,6.209693749999997,6.196887499999997,6.184958749999996,6.173154999999996,6.163721249999996,6.149798749999995,6.136746249999995,6.124564999999995,6.111137499999995,6.098581249999994,6.0863987499999945,6.074964999999995,6.072496249999995,6.067407499999996,6.0608237499999955,6.053367499999996,6.047281249999996,6.040571249999997,6.034607499999996,6.030516249999996,6.0259249999999955,6.024199999999996,6.020566249999996,6.020957499999996,6.020102499999997,6.017159999999996,6.013964999999997,6.009153749999998,6.005088749999997,6.002394999999998,6.002943749999998
90 day,6.454245555555555,6.448413333333334,6.441473333333334,6.43408888888889,6.425155555555557,6.415935555555557,6.405660000000002,6.394054444444446,6.3790111111111125,6.350476666666668,6.309895555555556,6.297847777777777,6.28735,6.278737777777777,6.270016666666666,6.262958888888887,6.251578888888886,6.240751111111108,6.229481111111107,6.2163277777777735,6.205166666666662,6.194227777777773,6.184064444444439,6.172131111111107,6.157536666666662,6.1434955555555515,6.127682222222221,6.113307777777776,6.09893222222222,6.084667777777775,6.072841111111107,6.059905555555551,6.048965555555551,6.044021111111106,6.039609999999996,6.034534444444441,6.030479999999995,6.025868888888884,6.0224766666666625,6.018753333333328,6.01580555555555,6.0149644444444395
Tomorrow,6.307,6.2272,6.1573,6.1074,6.1374,6.0076,5.8779,5.5785,5.4987,5.7182,5.8879,5.9278,6.1573,6.2072,6.337000000000001,6.0476,6.0575,6.0575,5.9378,5.9677,6.0076,6.0376,6.0376,5.837999999999999,5.827999999999999,5.7382,5.808,5.7382,5.7282,5.9078,5.818,5.9677,6.0276,5.9577,5.8779,5.93,5.86,5.9,5.9,5.92,6.03,NULL
