,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-17,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-11
1 hr,17.956816666666676,17.73181666666667,17.26945,16.908350000000002,16.470866666666677,16.78841666666667,16.542833333333327,16.11455,15.577783333333334,15.916633333333339,16.015366666666672,15.9922,16.593033333333338,16.74393333333333,16.858316666666674,17.25904999999999,17.107166666666675,17.229133333333348,17.141299999999987,17.175633333333334,17.430233333333327,17.376399999999997,17.29146666666667,18.077233333333336,17.82176666666667,18.17763333333334,18.213033333333335,18.400866666666655,17.96016666666668,17.966833333333337,18.056983333333342,18.123466666666662,18.26281666666666
1 min,17.92,17.64,17.27,16.835,16.52,16.8,16.59,16.13,15.54,16.08,16.07,15.93,16.56,16.69,16.86,17.23,17.15,17.25,17.15,17.15,17.45,17.36,17.23,18.12,17.72,18.18,18.13,18.37,17.91,18.0,17.98,18.14,18.27
1.5 hr,17.988155555555558,17.74146666666667,17.25802222222222,16.923211111111105,16.47331111111112,16.785166666666665,16.611088888888883,16.114766666666668,15.597688888888895,15.853844444444444,16.006588888888896,15.98858888888888,16.63734444444444,16.743777777777783,16.863166666666665,17.254522222222214,17.093766666666657,17.223666666666677,17.153688888888887,17.15827777777777,17.448955555555553,17.393988888888902,17.274511111111106,18.05581111111111,17.852688888888903,18.202055555555553,18.223844444444445,18.415522222222222,17.983788888888895,17.972255555555552,18.053755555555558,18.110733333333318,18.253711111111105
10 day,18.687,18.582,18.406,18.186,17.886000000000003,17.641,17.425999999999995,17.154999999999994,16.919,16.458000000000002,16.088,15.970000000000002,15.966000000000003,16.021,16.153,16.357,16.465,16.590999999999998,16.705999999999996,16.816000000000003,17.083000000000002,17.256,17.294999999999998,17.384000000000004,17.44,17.531000000000002,17.627999999999997,17.747999999999998,17.858,17.898000000000003,17.958000000000002,18.048000000000002,18.099
10 min,17.9155,17.6703,17.2926,16.846,16.481499999999997,16.838500000000003,16.588500000000003,16.098999999999997,15.559000000000001,16.0734,16.020500000000002,15.944999999999999,16.570500000000003,16.706,16.840500000000002,17.228500000000004,17.1415,17.2585,17.123,17.19,17.419000000000004,17.326700000000002,17.228,18.0865,17.731500000000004,18.166500000000003,18.1335,18.355,17.918,17.9635,18.009,18.143,18.255000000000003
100 day,18.271800000000002,18.249900000000004,18.224500000000006,18.21490000000001,18.20790000000001,18.19600000000001,18.18140000000001,18.16370000000001,18.13900000000001,18.09800000000001,18.03040000000001,17.98210000000001,17.96310000000001,17.94830000000001,17.93360000000001,17.920900000000007,17.90580000000001,17.89030000000001,17.869200000000006,17.847800000000007,17.817300000000003,17.794600000000003,17.7769,17.766000000000005,17.751500000000004,17.742300000000004,17.7313,17.724200000000007,17.705600000000004,17.695400000000003,17.684700000000003,17.676400000000005,17.641000000000002
125 day,18.461280000000002,18.450160000000004,18.434800000000003,18.416000000000004,18.396400000000003,18.378560000000004,18.357120000000005,18.334400000000006,18.308320000000005,18.257040000000007,18.185920000000007,18.135760000000005,18.11256000000001,18.08896000000001,18.06776000000001,18.051280000000006,18.035280000000007,18.019040000000004,18.001040000000003,17.982160000000004,17.942160000000005,17.90472,17.900320000000004,17.90752000000001,17.905360000000005,17.90624,17.90792,17.910800000000005,17.91512,17.913120000000003,17.910080000000004,17.909520000000008,17.90224000000001
15 min,17.916666666666668,17.687533333333338,17.294066666666666,16.842666666666666,16.46233333333333,16.82966666666667,16.577733333333335,16.09533333333333,15.568666666666669,16.0616,16.030333333333335,15.959666666666665,16.567933333333333,16.723333333333333,16.842666666666666,17.238999999999997,17.13,17.259999999999998,17.118666666666666,17.191333333333333,17.418333333333337,17.341133333333335,17.248666666666665,18.078,17.744600000000002,18.17,18.14833333333333,18.368666666666666,17.918333333333337,17.948333333333334,18.025466666666667,18.14033333333333,18.267333333333337
150 day,18.548399999999997,18.54133333333333,18.531066666666664,18.51673333333333,18.501066666666667,18.486266666666666,18.467066666666668,18.445866666666664,18.422466666666665,18.377066666666668,18.3166,18.27626666666667,18.260666666666673,18.246800000000007,18.231733333333338,18.220866666666666,18.21006666666667,18.199933333333334,18.188666666666666,18.175866666666668,18.155,18.133266666666664,18.120333333333335,18.114666666666672,18.105933333333336,18.098533333333336,18.0928,18.089933333333338,18.078133333333334,18.072400000000002,18.06566666666667,18.059266666666673,18.03693333333334
175 day,18.695600000000002,18.679428571428573,18.66017142857143,18.64234285714286,18.625428571428575,18.61074285714286,18.59508571428572,18.5756,18.552857142857146,18.50531428571429,18.43994285714286,18.398171428571434,18.383200000000006,18.369028571428576,18.35514285714286,18.343942857142856,18.330857142857145,18.318914285714285,18.307142857142857,18.294571428571427,18.273428571428568,18.25885714285714,18.24891428571428,18.24462857142857,18.237199999999994,18.229714285714284,18.222857142857137,18.218971428571425,18.206571428571426,18.202742857142855,18.19662857142857,18.18937142857143,18.17468571428572
