,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
200 day,63.38225000000004,63.41305000000004,63.441800000000036,63.46055000000005,63.47225000000005,63.48140000000005,63.487950000000055,63.48645000000006,63.47080000000006,63.440850000000076,63.416000000000075,63.418500000000066,63.42750000000007,63.45105000000006,63.48030000000005,63.51290000000005,63.55280000000006,63.58565000000006,63.62895000000006,63.66415000000004,63.694650000000046,63.73000000000004,63.76330000000004,63.79935000000005,63.834450000000054,63.875200000000056,63.91980000000006,63.94655000000007,63.970050000000064,63.993850000000066,64.02570000000006,64.06005000000006,64.09310000000006,64.12565000000006,64.14365000000005,64.16290000000005,64.19285000000005,64.22185000000005,64.24440000000006,64.27190000000004,64.29465000000005,64.34460000000004,64.40770000000005
25 min,65.707,66.38440000000001,66.34779999999999,65.5446,64.52360000000002,64.70599999999999,64.79376,64.30872000000001,62.02120000000001,62.63040000000001,63.336000000000006,64.94080000000001,65.14399999999999,67.37688000000001,68.46512000000001,67.98187999999999,67.69439999999999,67.98924,68.955,67.97788,66.9902,66.70059999999998,66.10859999999998,66.94216000000002,66.57831999999999,67.59504,68.55615999999998,68.41268,67.56279999999998,67.6782,68.30416,69.73451999999999,69.63228,69.25384000000001,67.0172,66.97207999999999,68.23096000000001,68.22384000000002,68.4096,69.5538,69.0662,70.33676,71.94503999999999
3 hr,65.81487777777778,66.64259444444444,66.16315555555555,65.65160000000003,64.89975000000001,64.67576666666672,65.55017222222223,64.1735444444445,62.60497777777775,61.768422222222206,63.41200555555559,64.79066111111115,65.41458888888889,67.1726666666667,68.39168333333333,67.67308333333335,67.55114999999995,68.10514444444445,68.67127222222226,68.02851111111113,67.57743333333336,66.97087222222223,65.93357777777781,67.09524444444446,66.37622222222225,67.33869444444447,68.23700000000002,68.55917777777782,67.44737777777777,67.63978888888894,68.27682777777777,69.76323333333332,69.42202222222221,69.17341666666668,67.51856111111111,66.89959444444446,67.75691666666665,68.09730555555558,68.24473888888893,69.45281666666668,69.08081111111109,70.06668333333333,71.57709444444448
3.5 hr,65.84619047619049,66.67539523809523,66.14900952380953,65.69337142857148,64.95905714285715,64.74720476190483,65.66989999999998,64.1743428571429,62.69909523809521,61.73598095238093,63.374500000000005,64.75998571428575,65.46363333333333,67.05613333333335,68.3818476190476,67.65694285714287,67.53073809523806,68.15148571428571,68.70591904761903,68.00729047619048,67.61804761904764,66.90307142857145,65.96110000000009,67.12862380952383,66.37740952380953,67.28613333333334,68.22109047619048,68.58883333333338,67.42322857142855,67.63975714285719,68.26511428571426,69.71261428571428,69.3959380952381,69.15802380952381,67.65376666666668,66.87422380952381,67.69493809523807,68.0885666666667,68.26536666666672,69.42682857142857,69.09613809523805,70.04373809523807,71.54227619047623
30 day,67.69700000000002,67.7366666666667,67.81800000000001,67.72133333333335,67.58566666666667,67.46133333333333,67.32733333333333,67.17699999999999,66.89666666666668,66.40933333333334,65.91199999999999,65.818,65.68066666666667,65.66366666666666,65.72599999999998,65.75899999999999,65.78066666666666,65.79633333333332,65.84666666666665,65.813,65.76166666666666,65.70299999999999,65.65133333333333,65.66433333333333,65.64866666666666,65.719,65.81666666666666,65.91499999999999,65.96566666666666,66.013,66.102,66.26233333333333,66.424,66.57533333333333,66.66166666666668,66.82866666666668,67.07800000000002,67.257,67.45,67.662,67.84400000000001,68.01866666666668,68.253
30 min,65.75516666666665,66.40033333333335,66.34183333333333,65.53483333333334,64.49650000000001,64.64889999999998,64.78130000000002,64.34526666666667,62.035000000000004,62.56130000000001,63.33516666666666,64.89116666666668,65.176,67.36756666666669,68.44943333333335,67.97523333333332,67.74199999999999,68.01293333333334,68.91866666666667,68.00963333333333,66.99113333333334,66.73149999999998,66.10033333333331,66.95596666666668,66.53793333333331,67.5768,68.55233333333331,68.40556666666667,67.56266666666664,67.67983333333333,68.31413333333333,69.73263333333333,69.62239999999998,69.24653333333335,67.0731,66.99673333333332,68.16263333333333,68.20826666666669,68.40033333333332,69.5502,69.06729999999999,70.32046666666666,71.91810000000001
4 hr,65.84442083333333,66.6821375,66.12909999999998,65.71171666666672,65.0417125,64.81871666666672,65.75841249999999,64.1716083333334,62.82244166666665,61.693004166666654,63.32415833333334,64.67632083333335,65.50501249999999,66.93967916666668,68.36609166666668,67.67541666666666,67.5297208333333,68.19370833333333,68.70954166666665,67.96110000000002,67.66747916666671,66.85553750000003,65.96480416666675,67.15358333333336,66.39104166666668,67.22870416666666,68.22217916666665,68.6174166666667,67.39217083333332,67.6424291666667,68.26057916666663,69.67945416666664,69.38957083333334,69.15918749999999,67.78042500000001,66.85439999999998,67.67122916666666,68.08353333333336,68.29325833333341,69.42992916666668,69.1135708333333,70.0251958333333,71.50280833333335
4.5 hr,65.84054074074074,66.68311111111112,66.14439259259255,65.76151481481484,65.11572222222225,64.87491481481483,65.80194814814814,64.18277777777783,62.96935185185183,61.58960370370367,63.2625925925926,64.60177777777783,65.55180370370371,66.86221851851855,68.33008888888888,67.69169629629626,67.55677407407406,68.25304444444444,68.69810740740738,67.91734444444448,67.69463703703707,66.84580370370374,65.97341481481489,67.16719259259263,66.45098148148148,67.19801481481484,68.23237407407407,68.64241851851855,67.39548888888888,67.61678518518521,68.23470370370373,69.6707296296296,69.39418888888886,69.15897407407405,67.87655185185183,66.84995555555551,67.67223333333331,68.10473703703704,68.30907037037046,69.4345703703704,69.15813703703698,69.96041851851847,71.4915222222222
40 day,67.77500000000002,67.73700000000004,67.67250000000001,67.58675000000002,67.48775000000003,67.36350000000002,67.24750000000002,67.12200000000001,67.02750000000002,66.83700000000002,66.64,66.5495,66.46225,66.42724999999999,66.41899999999997,66.35474999999998,66.30399999999999,66.28599999999999,66.31375,66.30125,66.27674999999999,66.24199999999999,66.16975,66.14374999999998,66.15025,66.17575,66.21549999999999,66.24024999999999,66.24350000000001,66.215,66.20600000000002,66.23525000000004,66.28100000000003,66.35200000000002,66.34075000000001,66.37200000000001,66.43575000000001,66.50700000000002,66.56550000000001,66.64650000000002,66.73200000000001,66.87425000000002,67.05600000000001
45 min,65.83811111111109,66.43866666666668,66.34566666666667,65.53526666666667,64.50088888888891,64.5154888888889,64.80586666666667,64.40339999999999,62.13284444444446,62.40686666666668,63.33413333333333,64.8121111111111,65.1628222222222,67.35004444444448,68.44724444444445,67.96137777777777,67.82199999999999,68.02617777777779,68.83255555555556,68.06244444444442,66.9935111111111,66.8180222222222,66.00111111111109,66.98071111111115,66.46673333333332,67.549,68.54226666666668,68.40991111111111,67.5687777777778,67.65744444444445,68.3524,69.72826666666667,69.5968,69.24844444444444,67.17477777777778,66.98784444444443,68.0058,68.20851111111111,68.36366666666667,69.54351111111113,69.06922222222222,70.2906888888889,71.86157777777777
5 day,66.164,66.07000000000001,65.88199999999999,65.874,65.68999999999998,65.54,65.29400000000001,64.874,64.13,62.974000000000004,62.662,63.55400000000001,63.955999999999996,64.924,65.964,66.79599999999999,67.288,67.876,68.178,68.072,67.946,67.74,67.398,66.98999999999998,66.774,66.90599999999999,67.29999999999998,67.746,67.878,68.068,68.172,68.364,68.59400000000001,68.952,68.76599999999999,68.49,68.22200000000001,67.97200000000001,67.77799999999999,68.328,68.75399999999999,69.19800000000001,69.932
5 hr,65.85526666666667,66.67326999999999,66.13199999999998,65.82610000000001,65.18287666666667,64.92084666666668,65.82040333333333,64.24605333333334,63.09879666666663,61.478473333333255,63.19605333333332,64.53688000000004,65.54062000000002,66.80486333333339,68.29675666666667,67.70084999999993,67.56918666666667,68.27303000000003,68.67160999999996,67.89080666666666,67.72500333333335,66.84931666666668,65.98166000000008,67.18548333333337,66.50879333333332,67.18918333333336,68.23333666666664,68.6650966666667,67.42764,67.55087666666668,68.20115666666666,69.64368666666662,69.3971833333333,69.15012333333333,67.95929666666667,66.85571999999996,67.68565333333332,68.0942066666667,68.34047666666675,69.42986333333337,69.21694666666659,69.90404999999996,71.44429666666665
5 min,65.522,66.19800000000001,66.337,65.63699999999999,64.784,64.833,64.96700000000001,64.182,61.996,62.928999999999995,63.419,65.236,65.09599999999999,67.487,68.495,67.925,67.65900000000002,67.94500000000001,68.99600000000001,67.885,66.978,66.65,66.178,66.932,66.699,67.777,68.612,68.471,67.57300000000001,67.751,68.309,69.68199999999999,69.637,69.351,66.85499999999999,66.873,68.312,68.36600000000001,68.436,69.602,69.05600000000001,70.448,72.049
5.5 hr,65.89294242424242,66.64994545454545,66.10223030303027,65.88374242424244,65.19480909090909,64.956,65.83156969696965,64.30530909090909,63.242566666666654,61.36806969696964,63.159854545454536,64.45367878787884,65.49758181818184,66.76225151515155,68.26583333333332,67.71091515151511,67.56956363636363,68.27710909090911,68.63246060606058,67.86447878787878,67.76001818181818,66.85922727272728,66.00937575757582,67.22185454545455,66.54890909090909,67.18729090909093,68.23239696969695,68.6793454545455,67.49004848484846,67.49694848484847,68.14483030303029,69.57878787878785,69.40353939393938,69.1478606060606,68.0403393939394,66.8592757575757,67.71244545454546,68.03494848484856,68.37458787878795,69.423496969697,69.26981515151509,69.87419393939389,71.37568181818177
50 day,67.91980000000002,67.83680000000003,67.76960000000003,67.70300000000003,67.62020000000003,67.54400000000003,67.46500000000002,67.38100000000003,67.28700000000002,67.07140000000003,66.74860000000001,66.67840000000001,66.58380000000002,66.5434,66.52659999999999,66.56779999999999,66.5958,66.6528,66.7346,66.81439999999999,66.7862,66.74239999999999,66.69719999999998,66.65859999999998,66.61979999999998,66.56899999999999,66.54719999999999,66.54319999999998,66.5378,66.5252,66.5292,66.56000000000002,66.56980000000003,66.59800000000001,66.60360000000001,66.6068,66.63100000000001,66.64880000000002,66.66780000000003,66.68140000000002,66.68920000000003,66.73020000000002,66.81520000000003
50 min,65.85749999999999,66.45360000000001,66.334,65.54266,64.52700000000003,64.48214,64.83538,64.40225999999998,62.15126000000001,62.358280000000015,63.344959999999986,64.79811999999998,65.16383999999998,67.34322000000004,68.44012000000001,67.94594000000001,67.82162,68.02176000000001,68.8143,68.07109999999997,67.01655999999998,66.83527999999997,65.97983999999998,66.97794000000003,66.44427999999999,67.5373,68.52884,68.41262,67.57520000000001,67.6586,68.36176,69.72804,69.58608,69.248,67.1957,66.97945999999999,67.95752000000002,68.21025999999999,68.35368000000001,69.54066000000002,69.06569999999999,70.28282,71.85441999999999
55 min,65.85063636363635,66.45832727272727,66.32290909090909,65.54096363636364,64.55910909090912,64.45021818181817,64.84198181818181,64.38150909090909,62.17323636363638,62.3168,63.358145454545436,64.78038181818181,65.16685454545453,67.33656363636369,68.42929090909091,67.92958181818183,67.8162,68.01621818181819,68.80161818181818,68.07667272727271,67.03996363636364,66.85343636363633,65.96676363636362,66.97969090909093,66.42734545454545,67.525,68.51740000000001,68.41520000000001,67.57614545454547,67.65645454545455,68.36992727272727,69.74276363636362,69.57652727272726,69.24472727272727,67.21294545454545,66.98187272727272,67.91883636363639,68.2088727272727,68.34609090909092,69.53570909090911,69.06254545454546,70.27310909090909,71.84361818181816
6 hr,65.94190555555554,66.62007500000001,66.12668333333328,65.926825,65.2142222222222,64.96573888888891,65.83177222222221,64.36515000000003,63.3757888888889,61.314130555555515,63.1562361111111,64.37317500000006,65.48478333333333,66.72750277777781,68.2348888888889,67.74930555555552,67.60159166666668,68.2307638888889,68.58327777777775,67.85780000000001,67.81110555555554,66.90228333333334,66.05427500000006,67.24206944444441,66.58741666666668,67.20022222222224,68.22359999999999,68.68361111111113,67.54804722222221,67.47118055555555,68.07972777777776,69.5015722222222,69.42016944444444,69.13290277777777,68.12467222222223,66.84544722222216,67.70778611111113,67.97458611111117,68.42198055555562,69.37558055555557,69.3106694444444,69.84829999999992,71.32500833333329
6.5 hr,66.0084641025641,66.5922307692308,66.15784871794867,65.9161717948718,65.22546153846152,64.96350256410257,65.80603846153846,64.39920769230773,63.474897435897425,61.298533333333296,63.15552564102561,64.2626051282052,65.48211794871791,66.68013076923079,68.1715435897436,67.77087692307688,67.64599230769231,68.17050512820512,68.52838717948714,67.8653,67.82757179487177,66.9273128205128,66.08695897435904,67.21484615384611,66.60080769230774,67.18586410256414,68.19168974358972,68.70388461538464,67.59506410256411,67.46940512820514,68.02224358974357,69.41787948717946,69.42420256410256,69.13921538461538,68.20555641025642,66.85434102564096,67.6490076923077,67.92475128205132,68.44152307692313,69.33045641025643,69.34795128205124,69.80513076923069,71.27904358974355
60 day,68.10466666666667,68.08266666666668,68.04716666666667,68.00216666666668,67.93016666666668,67.85866666666668,67.79116666666667,67.70466666666668,67.59033333333335,67.30933333333336,66.98516666666669,66.92366666666668,66.86416666666669,66.84200000000001,66.84166666666667,66.86066666666667,66.88583333333334,66.87883333333335,66.90183333333334,66.88466666666667,66.85233333333333,66.81766666666667,66.75933333333333,66.71683333333333,66.676,66.71083333333334,66.74983333333333,66.806,66.85116666666667,66.91550000000001,66.91166666666668,66.924,66.94266666666667,66.95133333333334,66.91933333333334,66.86266666666667,66.83816666666668,66.83316666666668,66.84233333333334,66.86216666666668,66.87800000000001,66.91833333333335,66.96683333333335
70 day,67.85471428571431,67.85557142857147,67.86400000000002,67.86314285714289,67.85300000000001,67.85857142857144,67.84871428571428,67.82514285714286,67.73957142857144,67.55500000000002,67.34414285714287,67.28885714285714,67.23100000000001,67.21057142857143,67.19614285714285,67.18157142857143,67.14200000000001,67.11028571428572,67.09242857142857,67.06657142857142,67.04028571428572,67.00800000000001,66.97457142857142,66.94800000000001,66.92471428571429,66.94142857142857,66.97642857142857,66.97785714285715,66.97785714285715,66.96128571428571,66.95042857142857,66.96257142857144,66.96085714285715,66.95942857142857,66.92471428571429,66.94228571428573,66.97028571428572,67.01700000000002,67.06742857142861,67.14857142857146,67.15600000000003,67.17914285714289,67.22971428571432
80 day,67.59862500000003,67.60112500000004,67.60762500000003,67.59687500000004,67.58437500000002,67.57900000000002,67.57225000000003,67.55300000000003,67.50725000000003,67.40500000000003,67.30475000000003,67.3015,67.30937500000002,67.33349999999999,67.36512499999999,67.36325,67.35375,67.350125,67.36987500000001,67.36262500000001,67.3475,67.317,67.28174999999999,67.25725,67.2245,67.212125,67.18924999999999,67.16799999999999,67.13512499999999,67.110875,67.10262499999999,67.111,67.124,67.131375,67.11125000000001,67.115125,67.141,67.141,67.15125000000002,67.15950000000002,67.15937500000004,67.18100000000003,67.20975000000003
90 day,67.32855555555557,67.37911111111113,67.37977777777779,67.38333333333335,67.37566666666667,67.37355555555557,67.37233333333334,67.35633333333335,67.31155555555557,67.22733333333336,67.13011111111115,67.12400000000002,67.12188888888892,67.14500000000001,67.17433333333334,67.19855555555556,67.21788888888891,67.23955555555557,67.27244444444446,67.29622222222223,67.31211111111111,67.32511111111111,67.34577777777777,67.36133333333333,67.37155555555555,67.37022222222222,67.3722222222222,67.37477777777778,67.377,67.36911111111111,67.36877777777777,67.37422222222222,67.38044444444444,67.38588888888889,67.357,67.33644444444445,67.3118888888889,67.29188888888889,67.27177777777779,67.27044444444445,67.27144444444447,67.28866666666669,67.32711111111114
Tomorrow,66.1,66.36,65.65,64.81,64.78,64.87,64.26,61.93,60.8,62.65,65.26,65.02,67.49,68.44,67.77,67.72,67.96,69.0,67.91,67.14,66.69,66.25,66.96,66.83,67.8,68.66,68.48,67.62,67.78,68.32,69.62,69.63,69.41,66.85,66.94,68.28,68.38,68.44,69.6,69.07,70.5,72.05,NULL
