,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-17,2019-01-18,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,13.13265,13.214966666666667,12.967400000000014,12.832733333333328,12.499566666666661,12.462766666666669,12.362583333333339,12.173116666666667,12.421316666666675,12.65705,12.826016666666673,12.162349999999993,12.644766666666658,12.842483333333341,12.698366666666661,13.13893333333333,13.314900000000002,12.967366666666665,13.059999999999993,12.898450000000004,13.304800000000009,12.731000000000016,13.4676,14.00578333333333,13.910766666666662,13.700466666666674,13.906733333333326,14.782349999999997,14.824916666666676,15.229583333333345,14.890749999999997,14.815416666666673,14.962933333333346,15.59206666666668,15.65148333333332,15.742066666666672,15.694966666666664
1 min,13.04,13.165,12.92,12.73,12.5,12.47,12.3,12.15,12.57,12.72,12.85,12.12,12.64,12.84,12.735,13.17,13.29,12.89,13.05,12.93,13.29,12.74,13.46,13.99,13.91,13.67,13.86,14.79,14.82,15.23,14.9,14.81,14.95,15.6,15.66,15.74,15.71
1.5 hr,13.137811111111116,13.228744444444441,12.962577777777792,12.855266666666665,12.52509999999999,12.53804444444444,12.351788888888898,12.207622222222222,12.379900000000003,12.64648888888888,12.863311111111113,12.171522222222224,12.660511111111102,12.849655555555566,12.693688888888882,13.135822222222217,13.324933333333338,12.997933333333334,13.039822222222215,12.876422222222226,13.309633333333343,12.71876666666667,13.471877777777776,13.999355555555553,13.900299999999987,13.695911111111112,13.922133333333333,14.823333333333338,14.823166666666678,15.228288888888892,14.885433333333335,14.82436666666666,14.960977777777787,15.591600000000001,15.65412222222223,15.732266666666671,15.70738888888888
10 day,13.45104,13.39655,13.293509999999998,13.184520000000001,13.0458,12.798100000000002,12.69308,12.614810000000002,12.46883,12.421560000000001,12.469069999999999,12.39601,12.426480000000002,12.490810000000002,12.559000000000001,12.751000000000001,12.817000000000002,12.842000000000002,12.876000000000001,12.975,13.039000000000001,13.032000000000002,13.062999999999999,13.146,13.209,13.286000000000001,13.467999999999998,13.654999999999998,13.999,14.248,14.392000000000001,14.473999999999998,14.578999999999999,14.772,14.931999999999999,15.118,15.209
10 min,13.0585,13.1905,12.947899999999999,12.756,12.490100000000002,12.5025,12.3015,12.1585,12.506499999999999,12.6675,12.822799999999997,12.155000000000001,12.6295,12.831999999999999,12.717,13.148500000000002,13.3186,12.902000000000001,13.0585,12.9,13.2625,12.7393,13.450999999999999,13.983999999999998,13.920999999999998,13.679000000000002,13.839999999999998,14.785000000000002,14.8155,15.24,14.9054,14.797999999999996,14.945100000000002,15.5855,15.6227,15.735,15.693999999999999
100 day,14.755612999999999,14.718248999999997,14.677031999999997,14.637176999999998,14.596713999999997,14.503235,14.45204,14.397393,14.293005,14.146634,14.098827000000002,14.046079000000002,14.008267000000004,13.972355000000002,13.938785000000001,13.887423000000002,13.862695999999998,13.831711000000002,13.798786000000002,13.731239000000002,13.699139,13.619321,13.589609000000001,13.567067,13.536939,13.502640999999999,13.455873999999996,13.449098999999999,13.437204999999999,13.43896,13.436332999999998,13.431332999999997,13.431468999999998,13.433973999999996,13.436095,13.435179999999997,13.435144999999999
125 day,15.064298399999998,15.0303744,14.9929848,14.956199999999999,14.9206384,14.8511272,14.8151536,14.7833832,14.7236296,14.6575088,14.6383792,14.61034,14.584968,14.559700000000001,14.529539999999999,14.482707199999998,14.458835199999998,14.432316,14.4046384,14.3437568,14.315874399999997,14.251626399999997,14.227856799999998,14.205732799999998,14.174786399999999,14.145616799999997,14.090267999999996,14.068563999999999,14.024592799999999,14.005307199999999,13.9833816,13.962783199999999,13.951013599999998,13.944363999999998,13.940948,13.940530399999998,13.940738399999999
15 min,13.069,13.195,12.958266666666665,12.760666666666667,12.4814,12.483666666666666,12.316666666666668,12.16133333333333,12.491000000000001,12.665666666666665,12.821399999999999,12.159666666666665,12.633666666666667,12.832333333333334,12.720333333333333,13.152666666666667,13.325400000000002,12.909666666666665,13.062999999999997,12.903866666666666,13.266333333333332,12.741866666666668,13.449999999999996,13.995333333333331,13.91833333333333,13.686666666666666,13.845066666666666,14.76666666666667,14.818666666666667,15.241666666666667,14.906266666666665,14.793466666666664,14.953066666666668,15.579133333333333,15.620466666666665,15.739666666666666,15.696333333333333
150 day,15.253368666666661,15.235712666666663,15.214517999999995,15.19324133333333,15.169401999999996,15.123978000000001,15.09921,15.075600000000001,15.027149333333336,14.958335333333334,14.93701266666667,14.909584,14.886730666666665,14.863711333333335,14.838916666666668,14.793954000000001,14.772500666666666,14.747342000000002,14.722794000000004,14.66963733333334,14.643041333333336,14.581737333333336,14.559270000000003,14.538644666666668,14.519438000000001,14.499281999999997,14.470717999999998,14.464824666666667,14.455911999999996,14.454590666666663,14.452249333333329,14.446883333333329,14.441139999999995,14.438483333333327,14.432883333333326,14.431617333333325,14.42792266666666
175 day,15.336395428571418,15.316350285714275,15.296397142857133,15.277601714285705,15.257726285714275,15.212261142857136,15.183998285714278,15.156002857142852,15.101524571428568,15.038913142857137,15.022143428571425,15.002875428571423,14.986133714285709,14.96924971428571,14.95754171428571,14.943673714285714,14.936113714285712,14.925545142857144,14.914272000000004,14.88807771428572,14.874378857142858,14.838410285714287,14.824120000000002,14.813417714285718,14.80069428571429,14.78788342857143,14.768479428571432,14.761956571428577,14.746945714285715,14.741430285714287,14.73481085714286,14.726729142857144,14.720340571428572,14.716381142857143,14.711871428571428,14.707594285714281,14.702531999999998
