,2019-01-17,2019-01-18,2019-01-30,2019-02-05,2019-02-07
1 hr,23.93708333333332,23.570433333333334,22.139366666666675,22.034949999999995,21.52908333333333
1 min,24.1,23.62,22.09,22.02,21.58
1.5 hr,23.937555555555562,23.567733333333322,22.090755555555564,22.02091111111111,21.51985555555555
10 day,24.62,24.474,23.07,22.412,22.200999999999997
10 min,24.051099999999998,23.5315,22.0775,22.064999999999998,21.567
100 day,32.31049999999999,32.21679999999999,31.432799999999993,30.937299999999997,30.69569999999999
125 day,32.609199999999994,32.52024,31.878639999999997,31.48144,31.27976
15 min,24.039733333333327,23.56133333333333,22.094333333333335,22.051666666666666,21.56733333333333
150 day,33.07,32.99953333333333,32.4257,32.06703333333333,31.879133333333325
175 day,33.53085714285715,33.45445714285715,32.8496,32.47331428571429,32.299257142857144
2 day,24.01,23.84,22.165,22.14,21.744999999999997
2 hr,23.932841666666665,23.58750833333332,22.06279166666668,22.004666666666648,21.516149999999993
2.5 hr,23.925706666666656,23.60995999999998,22.033353333333345,22.01013333333331,21.527646666666673
20 day,24.682000000000002,24.5755,23.892000000000003,23.381000000000004,23.063499999999998
20 min,24.038549999999994,23.555249999999997,22.09205,22.05075,21.564249999999998
200 day,34.10925000000001,34.028900000000014,33.44440000000001,33.08615,32.90610000000001
25 min,24.022039999999993,23.563000000000002,22.08984,22.046599999999998,21.554199999999994
3 hr,23.912377777777774,23.6426222222222,22.024122222222225,22.01515,21.53032777777779
3.5 hr,23.877476190476166,23.669652380952378,22.003233333333338,22.02984285714286,21.522895238095234
30 day,26.86466666666667,26.287,24.28833333333333,23.805333333333333,23.640666666666664
30 min,24.006133333333327,23.568666666666672,22.087200000000006,22.04649999999999,21.547833333333326
4 hr,23.860870833333305,23.69823333333333,21.977791666666672,22.037216666666676,21.51845833333334
4.5 hr,23.86107777777776,23.725177777777763,21.946381481481485,22.051099999999998,21.510114814814823
40 day,29.76675000000001,29.437250000000006,26.7685,24.88575,24.2665
45 min,23.970222222222215,23.59568888888889,22.10864444444445,22.04393333333333,21.534111111111105
5 day,24.328000000000003,24.058,22.520000000000003,22.146,21.976
5 hr,23.851719999999986,23.74159333333332,21.924050000000005,22.078320000000005,21.517886666666676
5 min,24.094,23.529000000000003,22.056,22.06,21.567
5.5 hr,23.836890909090886,23.7709818181818,21.9115,22.10591515151516,21.54660606060607
50 day,31.2834,31.0526,28.935,27.77480000000001,27.160600000000002
50 min,23.95589999999999,23.58772,22.124000000000006,22.040139999999997,21.532299999999996
55 min,23.944272727272715,23.57756363636364,22.13367272727273,22.03721818181818,21.529909090909086
6 hr,23.83832777777777,23.80285277777776,21.909622222222218,22.13926666666667,21.570297222222234
6.5 hr,23.85775384615386,23.831274358974337,21.93594871794871,22.156353846153863,21.591671794871804
60 day,31.679166666666667,31.512999999999998,30.273833333333332,29.36883333333334,28.79866666666667
70 day,31.82028571428571,31.689999999999998,30.71385714285714,30.07357142857143,29.755142857142854
80 day,31.91187499999999,31.786624999999994,30.934374999999996,30.411875000000002,30.1575
90 day,32.12166666666666,32.00144444444444,31.141999999999992,30.64811111111111,30.407999999999998
Tomorrow,23.58,23.63,22.26,21.91,21.42
