,2019-01-18,2019-02-15
1 hr,89.59405000000005,82.33059999999996
1 min,89.76,82.87
1.5 hr,89.65493333333337,82.22877777777772
10 day,86.503,93.64499999999998
10 min,89.59199999999998,82.73599999999999
100 day,84.58595099999997,86.02266599999997
125 day,84.60644159999994,85.52749279999993
15 min,89.61466666666666,82.77166666666666
150 day,88.29081933333332,86.54337733333328
175 day,91.2217914285714,89.34216171428568
2 day,89.235,89.405
2 hr,89.75375000000005,82.08969166666664
2.5 hr,89.80924666666665,82.10008666666666
20 day,83.27000000000001,92.14299999999999
20 min,89.62825000000001,82.713
200 day,94.23403899999994,91.9902015
25 min,89.62956000000003,82.64927999999998
3 hr,89.8650722222222,82.18576666666667
3.5 hr,89.91814761904766,82.27914761904765
30 day,83.92466666666664,89.996
30 min,89.62223333333334,82.57019999999999
4 hr,89.92499166666673,82.34567916666668
4.5 hr,89.90751111111116,82.39994814814816
40 day,84.99299999999998,87.4755
45 min,89.59880000000001,82.40982222222222
5 day,87.408,93.04999999999998
5 hr,89.8934233333334,82.45336000000002
5 min,89.62899999999999,82.812
5.5 hr,89.87835757575766,82.54181212121213
50 day,85.13207599999998,87.1848
50 min,89.58914000000004,82.38113999999997
55 min,89.59210909090913,82.35739999999996
6 hr,89.8097722222223,82.61521666666667
6.5 hr,89.74823846153858,82.57476923076922
60 day,84.80143999999996,87.29883333333332
70 day,84.30364571428568,87.07847857142855
80 day,84.53411499999997,86.52305874999996
90 day,84.63708888888884,85.95732555555553
Tomorrow,88.99,NULL
