,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,5.813533333333334,6.019666666666666,6.347216666666669,5.868850000000005
1 min,5.805,5.94,6.27,5.91
1.5 hr,5.813966666666667,6.019822222222218,6.3999,5.871800000000001
10 day,5.7490000000000006,5.779,5.827,5.858
10 min,5.803499999999999,5.9638,6.2536000000000005,5.887999999999999
100 day,6.2126,6.1925,6.174699999999999,6.155
125 day,6.320320000000001,6.312720000000001,6.30952,6.304080000000001
15 min,5.804666666666666,5.9738,6.2584,5.886399999999998
150 day,6.505266666666666,6.491666666666666,6.480733333333332,6.467066666666667
175 day,6.690799999999997,6.677999999999996,6.668971428571427,6.660971428571426
2 day,5.805,5.87,6.115,6.105
2 hr,5.818616666666676,6.020458333333327,6.431091666666668,5.874941666666666
2.5 hr,5.823000000000013,6.0265466666666585,6.447253333333332,5.88958
20 day,5.587,5.609999999999999,5.653499999999999,5.675
20 min,5.808599999999998,5.989050000000001,6.26905,5.886299999999999
200 day,6.950699999999996,6.935599999999996,6.924399999999997,6.911899999999996
25 min,5.812479999999998,6.0000800000000005,6.278639999999999,5.885839999999998
3 hr,5.828438888888902,6.03009999999999,6.461999999999995,5.892488888888888
3.5 hr,5.838361904761923,6.030952380952371,6.462699999999998,5.887752380952375
30 day,5.485666666666665,5.517999999999999,5.558666666666665,5.587999999999998
30 min,5.814066666666666,6.0086666666666675,6.291533333333334,5.8831999999999995
4 hr,5.847766666666686,6.036037499999993,6.4626583333333345,5.885849999999999
4.5 hr,5.855192592592614,6.032870370370364,6.465218518518518,5.8858259259259285
40 day,5.450249999999999,5.445999999999998,5.458499999999997,5.459749999999998
45 min,5.813933333333334,6.0118888888888895,6.31528888888889,5.87428888888889
5 day,5.790000000000001,5.83,5.91,5.952
5 hr,5.864140000000022,6.022789999999998,6.460600000000004,5.8791166666666665
5 min,5.805,5.9426000000000005,6.266,5.904
5.5 hr,5.866136363636385,6.009899999999999,6.463321212121218,5.877730303030301
50 day,5.686600000000001,5.6668,5.6556,5.634399999999999
50 min,5.81374,6.016700000000001,6.325260000000003,5.872460000000002
55 min,5.813581818181818,6.0186363636363645,6.335872727272729,5.870781818181821
6 hr,5.868008333333359,5.995030555555553,6.4636444444444505,5.884141666666665
6.5 hr,5.869979487179512,5.978969230769232,6.43588974358975,5.894500000000002
60 day,5.819666666666667,5.817333333333335,5.817500000000001,5.807666666666668
70 day,5.878285714285714,5.877285714285715,5.878142857142857,5.8757142857142854
80 day,5.965,5.953125,5.945374999999999,5.931749999999999
90 day,6.056777777777777,6.043666666666666,6.035444444444444,6.025333333333333
Tomorrow,5.94,6.29,5.92,NULL
