,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
2 day,95.60499999999999,89.275,80.0,75.32499999999999,70.50999999999999,71.195,73.75,74.65,76.58500000000001,71.44,72.845,70.5,69.975,70.92500000000001,77.58000000000001,81.48,80.05000000000001,88.2,98.075,84.245,84.53,80.325,75.0,72.27,72.85,74.655,78.64,80.495,78.985,81.19999999999999,82.49,83.16999999999999,80.71000000000001,79.615,77.33,75.68,76.61500000000001,76.95500000000001,76.555
2 hr,94.03657500000001,86.63128333333334,74.25286666666669,74.08239166666665,66.16699166666666,77.40642499999998,71.34888333333332,78.44096666666663,72.61158333333334,70.63707500000001,71.08670833333332,70.36849166666666,69.72634166666666,70.95616666666666,81.92853333333333,81.98439999999998,81.03854166666665,97.23756666666668,101.83151666666669,83.92872500000004,83.67862500000001,77.2765,72.57094166666668,71.95660833333335,74.5192916666667,75.96716666666664,79.67017500000001,78.05316666666671,81.16960833333337,82.00560833333326,85.64326666666668,82.4434333333333,78.21823333333329,77.37706666666668,76.15796666666668,76.22349166666666,77.43269166666667,76.31159166666663,76.88124166666667
2.5 hr,94.02181999999999,87.25002666666668,74.0545866666667,74.16203999999999,66.39777333333335,77.28416666666666,71.6748733333333,78.12582666666664,72.72147333333336,70.63346666666665,71.04874666666666,70.54807333333332,69.88068,70.79804000000001,81.91189333333332,82.29333333333328,80.85641333333334,97.49297333333334,101.73798000000002,83.89522000000001,83.6572733333333,77.76670666666666,72.70008666666668,71.99486666666667,74.39978000000004,76.07657333333333,79.59106000000003,77.87215333333342,81.16105333333338,82.10686666666663,86.14443333333332,82.39220666666664,78.3110533333333,77.33086666666671,76.34186000000003,76.35508666666665,77.37798,76.24697333333332,76.95898666666668
20 day,106.176,104.728,102.9265,101.566,99.497,97.798,96.0095,94.72449999999999,93.00250000000001,88.63799999999999,82.8725,81.273,78.1105,76.7555,75.90599999999999,75.034,74.35050000000001,74.9265,76.15800000000002,77.5315,77.879,78.189,77.91400000000002,77.75750000000001,77.8865,78.07900000000001,78.62150000000001,78.81700000000002,79.66550000000002,80.26100000000002,80.917,81.48550000000003,81.23,81.1865,80.1575,78.947,78.6675,78.218,77.86999999999999
20 min,94.52184999999999,84.79439999999998,75.65439999999998,74.49190000000002,64.96130000000001,76.57945,70.9795,78.97745000000002,73.94025000000002,71.11525,70.6606,70.09885000000001,69.83220000000001,71.77090000000001,82.68780000000001,81.08505,80.5674,96.3933,101.39165,85.42554999999999,83.5751,75.90015,72.69840000000002,71.75075,74.3116,75.52715,81.12275000000002,78.72165,80.76325,81.69545,83.7497,82.82575,77.9411,77.48504999999999,75.71720000000002,75.90990000000001,77.17830000000001,76.44019999999999,76.56889999999997
200 day,95.828125,95.711125,95.51622499999999,95.235375,94.846725,94.40432500000001,94.06847500000002,93.67582500000002,93.32232500000002,92.602175,91.69747500000003,91.30827500000005,90.38792500000004,90.00617500000004,89.65982500000004,89.33182500000002,89.12082500000004,88.99687500000003,88.95117500000003,88.71947500000002,88.68332500000002,88.61882500000003,88.50887500000003,88.37267500000002,88.245025,88.11687500000002,87.99222500000002,87.68952500000002,87.34092500000003,87.18327500000004,87.04087500000003,86.94552500000003,86.79992500000002,86.50982500000002,86.36692500000001,86.200075,86.006375,85.818775,85.63122500000001
25 min,94.52843999999999,84.90356,75.72283999999999,74.4514,64.86204000000001,76.55779999999999,70.91172000000002,79.14180000000002,73.57108000000002,71.10164,70.75896,70.04016000000001,69.74336,71.78392,82.53632000000002,81.30084000000001,80.61164,96.32000000000002,101.62711999999998,85.00403999999999,83.59304,75.76548,72.71252000000003,71.75407999999999,74.30887999999999,75.4846,80.92480000000002,78.67976,80.86896000000002,81.72431999999999,83.86928,82.8114,77.9654,77.42623999999999,75.78368000000002,75.91016000000002,77.20304,76.45048,76.56431999999997
3 hr,94.11843333333333,87.65554999999999,74.13198888888891,74.45753333333333,66.48365,77.11703333333332,71.86556666666664,77.90413888888887,72.68877222222224,70.54702777777776,71.03335000000001,70.65048888888889,70.04595,70.65469444444443,81.50832777777775,82.5743222222222,80.79059444444444,97.69501111111113,101.38461111111113,83.88357777777779,83.71296111111108,78.0589388888889,72.8237888888889,71.91884999999996,74.3872166666667,76.10080555555552,79.53423333333335,77.83331111111117,81.1613555555556,82.2119444444444,86.59817777777774,82.28973888888888,78.38398888888887,77.30341111111117,76.46847777777782,76.4341111111111,77.35865,76.17235555555554,77.04271111111113
3.5 hr,94.21747619047616,87.8794428571428,74.37356666666669,74.80440952380951,66.69014285714286,76.60015238095237,72.15341428571425,77.74609047619045,72.66180000000003,70.44435238095235,71.04240000000001,70.57322380952384,70.17134761904762,70.53773809523808,81.10663809523808,82.73195714285714,80.95286666666667,98.05379047619051,101.0431238095238,83.8959952380952,83.78529047619045,78.16025238095241,73.0131857142857,71.87252857142855,74.42591904761908,76.0994857142857,79.42691428571429,77.86438571428576,81.19609523809527,82.19518095238091,86.93524761904754,82.29346190476187,78.48126190476188,77.33748571428578,76.66513809523812,76.51711428571429,77.32736666666666,76.13658571428572,77.06189047619048
30 day,105.7563333333333,105.54966666666664,105.06366666666666,104.40833333333333,103.30533333333332,102.539,101.53966666666666,100.58766666666665,98.43,95.60300000000001,91.91766666666668,90.69066666666667,88.114,87.04400000000001,86.17566666666667,84.96466666666667,83.83999999999999,83.24000000000001,82.88233333333334,81.51033333333335,80.86066666666669,80.09200000000001,79.21866666666668,78.26833333333335,77.49566666666668,76.87166666666667,76.78666666666668,76.90466666666666,77.46966666666668,77.65000000000002,78.05233333333335,78.21800000000002,78.32733333333336,78.87233333333334,79.01700000000001,79.04333333333334,79.26833333333335,79.47366666666667,79.69
30 min,94.52246666666666,84.98493333333333,75.82833333333332,74.45183333333334,64.77430000000001,76.63743333333332,70.90090000000002,79.22966666666667,73.35543333333337,71.0765,70.85986666666668,69.99013333333333,69.64070000000001,71.72726666666667,82.4728,81.5093,80.71509999999999,96.26283333333335,101.78926666666665,84.76316666666665,83.63363333333334,75.75076666666668,72.72243333333336,71.74756666666666,74.30856666666665,75.4646,80.73356666666669,78.58876666666666,80.94120000000002,81.77179999999998,83.9093,82.84523333333335,77.9947,77.37573333333333,75.84563333333335,75.91336666666668,77.21990000000001,76.43926666666668,76.5659333333333
4 hr,94.31343749999996,88.01206666666664,74.60145833333338,75.0893875,67.17966666666666,76.03479999999996,72.37947083333329,77.45029583333331,72.62130833333337,70.30830833333334,71.08633333333333,70.47085000000001,70.25995833333333,70.47729166666663,80.59608333333337,82.6940125,81.3271083333333,98.29484166666671,101.10357083333336,84.02265416666664,83.7942208333333,78.2516791666667,73.10032916666667,71.70970416666663,74.41642916666665,76.0852,79.32739166666661,77.86215416666671,81.10702916666672,82.16934999999998,87.02994999999993,82.35076666666666,78.56340416666664,77.35708750000002,76.81484583333337,76.5886333333333,77.32985000000004,76.12781250000002,77.08671666666666
4.5 hr,94.47175555555553,88.23471481481481,74.93858518518527,75.39799259259259,67.73826296296296,75.48951481481484,72.62479629629625,77.17317407407404,72.78833333333337,70.10865925925928,71.11638148148151,70.3934777777778,70.31789629629627,70.46025555555552,79.97619259259265,82.70354814814817,81.60734814814809,98.75714444444445,101.17203333333337,84.16925555555554,83.78561481481479,78.37692592592596,73.34152962962968,71.71377407407404,74.39027037037035,76.13829259259259,79.21840740740734,77.86011111111115,81.03748518518522,82.12866666666663,87.03902222222217,82.42425555555552,78.6450222222222,77.35838518518521,76.88441481481487,76.63890370370366,77.26572222222225,76.0845851851852,77.0551111111111
40 day,112.75749999999998,110.72849999999998,108.657,106.82899999999998,104.66299999999998,102.94299999999998,101.65299999999999,100.59074999999999,99.73024999999998,97.93149999999999,96.4615,95.7485,94.2355,93.3615,91.953,90.97800000000001,90.26325,89.82725000000002,89.54225000000001,88.51425,87.83850000000001,87.09925000000001,86.31925000000001,85.38000000000001,84.32825,83.3585,82.55675000000001,81.76124999999999,80.46925000000002,79.94350000000001,79.51375000000002,79.12050000000002,78.56800000000001,77.76850000000002,77.542,77.55250000000001,77.60650000000001,77.87475,77.8745
