,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-08,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
1 hr,12.05226666666667,11.348983333333335,11.177333333333335,11.081916666666665,11.436916666666669,11.229183333333332,11.080916666666667,10.184333333333331,10.047183333333331,10.359416666666668,11.225233333333332,11.531249999999998,11.74491666666667,12.344916666666672,13.060766666666662,13.618599999999997,13.756916666666672,13.366366666666666,13.638433333333333,14.941750000000006,15.052150000000001,14.657599999999999,15.661250000000004,15.999999999999998,18.324366666666666,18.16108333333334,18.472199999999997,19.725883333333336,20.824783333333336,22.85925,21.772333333333325,19.69313333333333,21.106866666666672,19.989083333333333,19.440666666666676,19.662750000000006,20.465750000000007,20.79238333333333,21.37270000000001
1 min,11.92,11.38,11.28,11.12,11.54,11.16,11.12,10.21,10.18,10.39,11.3,11.53,11.78,12.36,13.05,13.67,13.75,13.42,13.65,14.9,15.061,14.72,15.692,16.02,18.47,18.14,18.41,19.67,20.794,23.25,21.82,19.638,21.37,19.62,19.438,19.66,20.45,20.812,21.288
1.5 hr,12.124200000000002,11.274422222222224,11.173533333333333,11.124366666666667,11.433722222222222,11.285444444444446,11.03868888888889,10.2047,10.04226666666666,10.340055555555555,11.258466666666665,11.596844444444443,11.771788888888892,12.404233333333332,13.05212222222222,13.652033333333334,13.779988888888889,13.360988888888881,13.66247777777778,14.954522222222227,15.082022222222228,14.64306666666667,15.654977777777779,16.027322222222214,18.343233333333327,18.140322222222224,18.633133333333337,19.792822222222224,20.904366666666665,23.089444444444446,21.54515555555555,19.674444444444436,21.021255555555555,20.060311111111112,19.44134444444446,19.757699999999996,20.45357777777778,20.80206666666667,21.39734444444446
10 day,10.846,11.114,11.351,11.549,11.686,11.729000000000001,11.797,11.546000000000001,11.004000000000001,10.659,10.677000000000001,10.677,10.738,11.080000000000002,11.656,11.991,12.325000000000001,12.802000000000001,13.014,13.326000000000002,13.593,13.828999999999999,14.100999999999999,14.396999999999997,14.878,15.316999999999998,15.854999999999999,16.481,17.196,18.031,18.707,19.2,19.772000000000002,20.125,20.221,20.373,20.575,20.689,20.737000000000002
10 min,11.9595,11.351299999999998,11.228900000000001,11.1029,11.548599999999997,11.158100000000001,11.0871,10.2246,10.1222,10.3683,11.268199999999998,11.550399999999998,11.772300000000001,12.350200000000001,13.034600000000001,13.668599999999998,13.754700000000003,13.430100000000001,13.631800000000002,14.886600000000001,15.043199999999999,14.6615,15.678400000000002,16.010199999999998,18.4403,18.195,18.3844,19.6535,20.869399999999995,23.174200000000003,21.816499999999998,19.651699999999998,21.389999999999997,19.6916,19.3932,19.658399999999997,20.3429,20.8183,21.2928
100 day,9.160599999999999,9.2098,9.2599,9.308300000000001,9.362300000000001,9.411700000000002,9.463800000000003,9.505400000000003,9.590200000000003,9.726900000000002,9.782300000000003,9.836700000000002,9.894900000000002,10.027700000000003,10.161100000000003,10.232400000000004,10.296800000000003,10.397,10.448200000000002,10.4978,10.5281,10.5645,10.594100000000001,10.663100000000002,10.7491,10.819099999999999,10.878899999999998,10.959499999999998,11.047699999999999,11.159200000000004,11.2576,11.3414,11.454500000000003,11.546199999999999,11.638799999999996,11.7199,11.797499999999996,11.868199999999995,11.955999999999994
125 day,8.70512,8.740000000000002,8.776000000000002,8.810160000000002,8.844720000000002,8.872720000000001,8.903840000000004,8.930320000000002,8.988800000000003,9.078640000000002,9.114880000000003,9.151440000000004,9.190000000000001,9.27664,9.372800000000003,9.425680000000003,9.481920000000002,9.58408,9.638720000000001,9.7056,9.774479999999999,9.84208,9.91736,9.9964,10.0944,10.192239999999998,10.291279999999999,10.402479999999997,10.5208,10.659920000000001,10.787519999999999,10.898959999999999,11.02416,11.131759999999998,11.239599999999998,11.35032,11.468719999999996,11.584239999999994,11.703999999999995
15 min,11.9726,11.3608,11.205200000000001,11.071133333333332,11.547466666666669,11.155000000000001,11.088400000000002,10.204200000000002,10.100533333333335,10.364466666666665,11.249533333333336,11.558533333333333,11.773200000000001,12.341866666666668,13.038266666666667,13.641333333333334,13.772733333333337,13.437199999999999,13.6386,14.885666666666669,15.052133333333334,14.661066666666667,15.677800000000001,16.020066666666665,18.444533333333336,18.219933333333334,18.414133333333332,19.662533333333336,20.87193333333333,23.119533333333337,21.837466666666668,19.64646666666666,21.363266666666664,19.776666666666664,19.404866666666667,19.6444,20.336266666666667,20.810533333333336,21.326399999999996
150 day,8.3466,8.385133333333334,8.419533333333336,8.450000000000001,8.485133333333335,8.519333333333336,8.55486666666667,8.581400000000004,8.631200000000005,8.716400000000004,8.75166666666667,8.786066666666672,8.823000000000004,8.895800000000003,8.969933333333337,9.010000000000005,9.053533333333336,9.138466666666668,9.18206666666667,9.2352,9.288866666666667,9.341800000000001,9.400733333333335,9.459400000000002,9.531466666666669,9.6042,9.681066666666668,9.767,9.864533333333334,9.976733333333335,10.0788,10.1634,10.261000000000001,10.344866666666665,10.428066666666664,10.512866666666666,10.602666666666662,10.694999999999995,10.789933333333328
175 day,8.08537142857143,8.116685714285715,8.148971428571429,8.180742857142857,8.210285714285716,8.23777142857143,8.263200000000003,8.280857142857144,8.310057142857145,8.361600000000003,8.386114285714289,8.412057142857147,8.440057142857146,8.50314285714286,8.576914285714288,8.621828571428575,8.666914285714288,8.75217142857143,8.79857142857143,8.85217142857143,8.906285714285715,8.955428571428573,9.007657142857145,9.06337142857143,9.134457142857146,9.205028571428574,9.27474285714286,9.349657142857145,9.432914285714288,9.530285714285718,9.620000000000001,9.69794285714286,9.78594285714286,9.8612,9.936628571428571,10.009942857142859,10.086799999999998,10.16582857142857,10.242171428571426
2 day,12.370000000000001,11.65,11.33,11.205,11.335,11.355,11.15,10.670000000000002,10.14,10.405000000000001,10.850000000000001,11.425,11.66,12.379999999999999,13.02,13.365,13.715,13.235,13.54,14.280000000000001,14.985,14.895,15.21,15.86,17.25,18.314999999999998,18.29,19.055,20.244999999999997,22.03,22.54,20.74,20.535,20.485,19.495,19.555,20.060000000000002,20.634999999999998,21.055
2 hr,12.182899999999993,11.24450000000001,11.183041666666671,11.148525000000003,11.437125000000009,11.332250000000005,10.990716666666664,10.240741666666667,10.04522499999999,10.330974999999995,11.26784166666666,11.64655833333333,11.808908333333337,12.44912499999999,13.015916666666667,13.65726666666667,13.808908333333333,13.326666666666664,13.667741666666668,14.937441666666668,15.132608333333335,14.61614166666667,15.619541666666665,16.048658333333325,18.31555833333333,18.09304166666666,18.71000833333334,19.85509166666667,20.896241666666658,23.394275000000015,21.519649999999995,19.739416666666667,20.973316666666662,20.141550000000002,19.506883333333345,19.845841666666665,20.396841666666678,20.791425000000014,21.40853333333333
