,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-18,2018-12-20,2018-12-21,2018-12-26,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-11,2019-01-16,2019-01-17,2019-01-18,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-05,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14
20 day,51.73050500000001,51.65739,51.513155,51.345544999999994,50.876525,50.42491,50.151354999999995,49.61469499999999,48.71097499999999,48.38817999999999,48.305615,48.26483499999999,48.34889,48.487655000000004,48.67268,49.282455,49.62017,50.016575,50.83923,51.30974,51.70912500000001,52.06872,52.45368499999999,52.76902,53.10623999999999,54.212869999999995,54.587520000000005,54.734570000000005,54.88611000000001,55.108630000000005,55.32372,55.39402
20 min,49.31125,50.28425000000001,48.77375,48.38875,47.710049999999995,46.92495,46.55359999999999,48.024550000000005,49.04835,48.335499999999996,49.9088,50.4237,51.10875,51.882249999999985,51.53634999999999,54.38805,54.42080000000001,55.2198,54.96750000000001,55.28914999999999,56.29725,56.08075,56.4,55.284749999999995,55.80425,56.08950000000001,54.63079999999999,54.1005,54.31750000000001,55.529999999999994,55.80625,55.534500000000016
200 day,55.987124000000016,55.95058200000001,55.91135650000002,55.87013850000001,55.77774700000002,55.66416800000002,55.600736000000026,55.45385950000003,55.22849000000002,55.17100850000001,55.119488500000024,55.06986350000002,55.03805800000002,55.01788400000002,54.95955750000002,54.88823700000002,54.872144000000006,54.86220350000001,54.83608700000001,54.825849500000004,54.811498500000006,54.7991085,54.783637500000005,54.76632850000001,54.74763750000001,54.71052349999998,54.66046549999998,54.64151599999998,54.63155649999998,54.625202999999985,54.617437499999966,54.609750499999976
25 min,49.352920000000005,50.30460000000001,48.75356000000001,48.385799999999996,47.69564000000001,46.98556000000001,46.534879999999994,47.983239999999995,49.04727999999999,48.3476,49.87584,50.422360000000005,51.090599999999995,51.89,51.54284,54.39272,54.451,55.21444,54.961560000000006,55.28827999999999,56.29904,56.077279999999995,56.419200000000004,55.295599999999986,55.7932,56.073600000000006,54.61379999999998,54.08420000000001,54.31776,55.53235999999999,55.826400000000014,55.544200000000004
3 hr,49.50724444444449,50.44019999999998,48.78218888888892,48.54588888888889,47.72263888888887,47.20762222222224,46.82984444444443,47.234555555555545,49.25866111111112,48.660483333333325,49.805622222222254,50.39063888888888,50.90659444444444,51.970661111111106,51.468844444444464,54.23007222222221,54.45067222222222,55.14001111111118,54.81411666666667,55.113094444444485,56.405955555555536,55.9532333333333,56.50318333333335,55.56346666666669,55.602866666666635,56.03835555555555,54.64348888888892,54.00829444444444,54.27829999999995,55.64438888888887,55.82823333333334,55.50626111111112
3.5 hr,49.53694285714289,50.458100000000016,48.88869523809527,48.57202857142858,47.77254761904763,47.23234761904762,46.8301238095238,47.212423809523806,49.26090000000005,48.713033333333335,49.80757142857146,50.391147619047615,50.88340476190474,51.97843809523807,51.45783809523812,54.20655714285714,54.42478095238096,55.145409523809576,54.73238571428572,55.105842857142875,56.39391904761903,55.92637142857139,56.50148095238096,55.56850000000003,55.55908095238094,56.03481904761903,54.64521428571429,54.00844285714285,54.28074285714281,55.65151904761901,55.81185238095238,55.48067142857147
30 day,51.69163666666667,51.69363333333333,51.63307999999999,51.533539999999995,51.26562666666666,50.94432666666666,50.719513333333325,50.33189999999998,49.934006666666654,49.79805999999999,49.73174333333334,49.70621333333334,49.68068333333334,49.68963333333333,49.58253333333334,49.470130000000005,49.45852333333333,49.57921666666665,49.878966666666656,50.082556666666655,50.31764666666666,50.51924666666666,50.76892666666666,50.997053333333334,51.262983333333324,52.23152000000001,52.84072000000001,53.048173333333345,53.232426666666676,53.47195666666667,53.70587333333334,53.925493333333335
30 min,49.40626666666667,50.3145,48.745300000000015,48.39246666666667,47.6747,47.02063333333334,46.54203333333333,47.92970000000001,49.02706666666666,48.37166666666666,49.85436666666667,50.41663333333335,51.07933333333333,51.913000000000004,51.534400000000005,54.39493333333334,54.48116666666668,55.20603333333335,54.95813333333334,55.30023333333333,56.28743333333333,56.07239999999999,56.442833333333326,55.31433333333333,55.78366666666666,56.06150000000001,54.60683333333331,54.0705,54.31929999999999,55.54316666666664,55.83836666666669,55.54383333333333
4 hr,49.56342500000004,50.460879166666686,48.98602500000004,48.594525,47.81539583333335,47.24862083333334,46.83884583333334,47.1785458333333,49.2449458333334,48.73541250000002,49.78226250000005,50.37397916666665,50.866966666666634,51.97045416666663,51.43695416666671,54.16838333333335,54.41685000000002,55.14665833333335,54.63684166666667,55.09847083333334,56.359566666666645,55.883737499999974,56.487670833333354,55.57621666666669,55.517074999999984,56.061908333333314,54.634429166666656,54.011391666666675,54.25835416666664,55.66520416666663,55.82202916666665,55.46385000000004
4.5 hr,49.61602222222225,50.454937037037034,49.08980370370373,48.619907407407396,47.84237037037038,47.25134814814813,46.8686111111111,47.10478888888886,49.25850740740746,48.775092592592614,49.76012222222227,50.33690740740738,50.82502592592589,51.96471481481478,51.41767777777783,54.10502222222224,54.42285555555556,55.14415555555555,54.5800185185185,55.0976888888889,56.310948148148114,55.851414814814795,56.471688888888906,55.57750740740744,55.4969,56.20773333333331,54.6194148148148,54.0172925925926,54.239033333333296,55.66878518518516,55.8456962962963,55.41582962962968
40 day,51.19563749999999,51.211722499999986,51.17223999999998,51.11761249999998,51.011129999999994,50.856012499999984,50.79567249999999,50.652399999999986,50.44778749999999,50.35950249999999,50.3172275,50.27544999999999,50.22447,50.191892499999994,50.165034999999996,50.197615,50.2483475,50.330412499999994,50.4952925,50.585314999999994,50.66190999999999,50.739995,50.80117249999999,50.85538749999999,50.908607499999995,51.23885249999999,51.53758750000001,51.6698025,51.779395,51.95381999999999,52.14268500000001,52.338237500000005
45 min,49.5142888888889,50.30066666666665,48.71315555555558,48.433644444444454,47.601844444444446,47.087377777777796,46.57546666666667,47.78557777777778,49.007600000000004,48.39522222222223,49.795244444444464,50.42317777777779,51.036222222222214,51.959688888888884,51.52560000000001,54.37484444444444,54.48824444444443,55.196355555555584,54.97115555555554,55.30891111111113,56.303799999999995,56.06348888888889,56.48433333333333,55.364177777777776,55.75848888888889,56.0138,54.605244444444445,54.046066666666654,54.321200000000005,55.55477777777776,55.84846666666667,55.54544444444445
5 day,49.939980000000006,49.62364,49.13026,48.89948,48.33048,47.39144,47.0174,46.738899999999994,48.54536,48.54336000000001,48.75822,49.13026,49.58984,50.14888,51.091899999999995,51.827999999999996,52.391020000000005,53.160940000000004,54.52772,54.716719999999995,55.09472000000001,55.263819999999996,55.55826,55.608000000000004,55.731359999999995,56.16700000000001,56.074,55.565999999999995,54.94200000000001,54.85,54.88399999999999,55.053999999999995
5 hr,49.67633666666668,50.44309333333333,49.1621566666667,48.656453333333324,47.872633333333354,47.27081333333333,46.88656666666665,47.00443333333331,49.27589666666671,48.78432333333336,49.73404333333338,50.29929333333332,50.792463333333295,51.947113333333306,51.38136000000005,54.03365666666666,54.426176666666684,55.129996666666656,54.56390333333333,55.083006666666684,56.26036333333334,55.82824666666666,56.44343000000002,55.58691333333337,55.48437666666666,56.345433333333325,54.610083333333314,54.00814666666667,54.23077666666663,55.66198999999997,55.87094000000002,55.359183333333384
5 min,49.154,50.155,48.855999999999995,48.43,47.642,46.840999999999994,46.551,48.17100000000001,49.128,48.262,50.107,50.516000000000005,51.312,51.888999999999996,51.547000000000004,54.425,54.362,55.34799999999999,54.991,55.314,56.242999999999995,56.165,56.355,55.275,55.946000000000005,56.081999999999994,54.632000000000005,54.17,54.263999999999996,55.538,55.766000000000005,55.499
5.5 hr,49.74779090909091,50.4166212121212,49.218672727272754,48.693499999999986,47.92289393939395,47.29669696969698,46.93278484848483,46.89545151515148,49.280239393939425,48.75870303030304,49.682593939393975,50.257345454545444,50.764772727272664,51.917372727272706,51.32696666666673,53.941203030302994,54.419130303030364,55.09986060606058,54.55196666666666,55.08040000000004,56.23143333333331,55.82461818181816,56.441027272727254,55.583096969697024,55.48059090909088,56.464733333333314,54.63924242424242,54.010551515151526,54.2353636363636,55.61874848484847,55.88645151515156,55.30764848484852
50 day,51.250524000000006,51.212160000000004,51.154464,51.07278399999999,50.876630000000006,50.654227999999996,50.575298,50.46344799999999,50.37630599999999,50.33712999999999,50.346826,50.338574,50.384406,50.424187999999994,50.48525199999999,50.555918,50.607443999999994,50.67906599999999,50.76740000000001,50.807985999999985,50.882789999999986,50.974503999999996,51.066618,51.13644999999999,51.2029,51.508876,51.648788000000025,51.67478200000002,51.70396400000001,51.74263800000001,51.80022600000001,51.83968600000001
50 min,49.54566000000002,50.308499999999995,48.68724000000002,48.44808000000001,47.58786,47.09844000000001,46.600699999999996,47.749979999999994,49.00954000000001,48.39930000000001,49.78922000000002,50.406960000000005,51.01893999999999,51.95731999999999,51.52714000000001,54.35735999999999,54.48401999999997,55.19412000000001,54.96847999999998,55.30222000000001,56.31502,56.05924,56.48402,55.372359999999986,55.751340000000006,55.98515999999999,54.599399999999996,54.040759999999985,54.319280000000006,55.557959999999994,55.847379999999994,55.54280000000001
55 min,49.54260000000002,50.31790909090908,48.66276363636365,48.4497090909091,47.56596363636364,47.098945454545465,46.629090909090905,47.71534545454546,49.0143090909091,48.40445454545455,49.781436363636374,50.38650909090909,51.0004909090909,51.954836363636346,51.527127272727284,54.34632727272726,54.48283636363634,55.18512727272728,54.964072727272715,55.29265454545455,56.32534545454545,56.05323636363635,56.47892727272726,55.38596363636363,55.74894545454546,55.946236363636366,54.59950909090908,54.03645454545451,54.31725454545455,55.5606909090909,55.844654545454546,55.54436363636365
6 hr,49.794225000000004,50.374736111111105,49.254838888888884,48.75049722222222,47.97888888888891,47.32502222222222,46.96108055555554,46.81835833333329,49.2661444444445,48.751952777777774,49.622919444444484,50.213713888888876,50.777419444444405,51.91225277777778,51.292391666666745,53.852925,54.41720555555558,55.06092777777775,54.58924999999997,55.1026055555556,56.210780555555516,55.81788055555552,56.436238888888866,55.542991666666715,55.45476111111104,56.56836111111106,54.66833333333332,54.01640833333334,54.23053611111105,55.57038055555553,55.890413888888936,55.27063888888891
6.5 hr,49.8226794871795,50.315602564102534,49.299299999999995,48.76243589743589,48.0311846153846,47.33398974358975,46.94804871794872,46.772599999999976,49.21896666666672,48.756282051282064,49.573671794871835,50.16903076923074,50.8030897435897,51.89973589743586,51.27210512820519,53.752482051282065,54.43415897435899,55.00775897435898,54.64656666666663,55.10986153846157,56.17995897435892,55.8098974358974,56.43426410256409,55.49735128205132,55.43838205128196,56.634782051282,54.70990769230766,54.04449743589743,54.23145128205126,55.5329692307692,55.91268205128206,55.23765641025642
60 day,51.75805000000001,51.67976166666667,51.57662666666667,51.453669999999995,51.19790000000001,50.949268333333336,50.82843833333334,50.63121833333334,50.40859833333334,50.33738,50.29337166666667,50.256660000000004,50.269305,50.310698333333335,50.36537499999999,50.47832833333334,50.54747666666666,50.64342499999999,50.810191666666675,50.898883333333316,51.00464166666666,51.10644,51.20100333333333,51.26529666666666,51.33393833333333,51.587923333333336,51.65710166666668,51.69003666666667,51.73872666666668,51.806931666666664,51.87697166666667,51.929750000000006
70 day,52.31695857142858,52.20195857142858,52.069192857142866,51.94161857142857,51.71885571428572,51.48963571428572,51.37829571428572,51.15471285714287,50.788417142857156,50.68979000000001,50.62593000000002,50.566347142857154,50.529995714285725,50.508818571428584,50.48659428571429,50.49143285714287,50.51764142857144,50.555235714285715,50.65070714285715,50.73379285714285,50.819355714285706,50.914947142857145,50.99939142857143,51.065944285714274,51.15628714285714,51.44551571428571,51.613711428571435,51.67916000000001,51.74264000000001,51.816359999999996,51.88162285714286,51.93823285714286
80 day,52.96904875,52.858038750000006,52.72208875000001,52.633332499999995,52.416286250000006,52.15650250000001,52.00567375000001,51.71917500000001,51.29803500000001,51.209140000000005,51.145597500000015,51.08703375000001,51.04842625000001,51.01778125000001,50.927991250000005,50.813420000000015,50.80346750000001,50.81349125000001,50.831136250000014,50.85426125,50.900695,50.95231750000001,51.009887500000005,51.044385,51.083008750000005,51.2457125,51.379903750000004,51.43272,51.49555875000001,51.56302999999999,51.630148750000004,51.70725125
90 day,53.47480333333334,53.40261111111112,53.316162222222246,53.21342222222222,52.982360000000014,52.745946666666676,52.61748111111111,52.36523111111111,51.97846666666668,51.885713333333335,51.80967111111113,51.72453777777779,51.64274777777779,51.56715666666669,51.41767444444445,51.26363555555556,51.25248111111111,51.25457777777778,51.25850333333332,51.268289999999986,51.27791555555555,51.29292333333334,51.30739333333333,51.301464444444434,51.30348888888888,51.37668555555554,51.415196666666645,51.43686999999998,51.464264444444424,51.509733333333294,51.54829555555553,51.58089666666664
Tomorrow,49.8763,48.613,48.1654,47.6779,47.1507,46.2952,45.6288,48.7324,47.9664,49.8067,50.2643,51.0004,51.7066,51.25899999999999,51.1396,54.0741,55.0788,54.6312,55.038999999999994,55.9641,55.9243,56.1034,55.0092,55.6558,56.74,55.55,54.2,54.26,55.59,55.72,55.5,56.86
