,2019-01-25,2019-01-31,2019-02-01,2019-02-11,2019-02-12
1 hr,6.973383333333333,7.504216666666666,7.262450000000004,7.573699999999997,8.481483333333335
1 min,7.05,7.55,7.36,7.63,8.57
1.5 hr,6.932311111111111,7.517788888888886,7.243322222222228,7.546255555555555,8.44881111111111
10 day,7.648000000000001,7.294999999999999,7.271000000000001,7.484,7.662999999999999
10 min,7.0302999999999995,7.5327,7.368700000000001,7.610799999999999,8.541
100 day,6.659900000000001,6.7221,6.7417,6.8923999999999985,6.9270999999999985
125 day,6.32212,6.3918800000000005,6.41156,6.54932,6.57848
15 min,7.028333333333334,7.519133333333333,7.346600000000001,7.6091999999999995,8.547133333333333
150 day,6.164433333333335,6.199566666666668,6.213966666666667,6.310433333333333,6.331233333333333
175 day,6.141514285714288,6.164628571428573,6.172971428571429,6.229799999999999,6.244771428571427
2 day,7.145,7.39,7.46,7.66,8.105
2 hr,6.8937833333333325,7.527408333333331,7.235858333333341,7.540191666666661,8.418933333333332
2.5 hr,6.862220000000001,7.5201533333333375,7.223393333333339,7.544479999999987,8.390906666666664
20 day,7.26,7.4719999999999995,7.4975000000000005,7.502,7.533000000000001
20 min,7.0262,7.509949999999999,7.330950000000001,7.5992999999999995,8.54335
200 day,6.161200000000003,6.176300000000003,6.179850000000003,6.211950000000002,6.222550000000001
25 min,7.019680000000001,7.503959999999999,7.313360000000002,7.5918399999999995,8.531320000000001
3 hr,6.845733333333337,7.511166666666671,7.22070000000001,7.554716666666641,8.371799999999997
3.5 hr,6.835414285714289,7.506500000000008,7.221200000000011,7.558290476190445,8.389285714285712
30 day,6.843666666666666,6.914333333333333,6.960333333333335,7.366333333333333,7.456
30 min,7.0131000000000006,7.498133333333333,7.300800000000001,7.587633333333332,8.520433333333333
4 hr,6.831229166666669,7.502141666666676,7.222508333333345,7.563874999999965,8.38758333333333
4.5 hr,6.8112259259259265,7.4865925925926025,7.228822222222231,7.566807407407371,8.372511111111107
40 day,6.818749999999999,6.86275,6.8745,7.003500000000001,7.052000000000001
45 min,6.995466666666666,7.493911111111111,7.279444444444448,7.583377777777774,8.489755555555556
5 day,7.386,7.089999999999999,7.156000000000001,7.646000000000001,7.772
5 hr,6.80077666666667,7.469330000000011,7.242283333333339,7.569803333333299,8.35183333333333
5 min,7.0436,7.5494,7.389,7.613199999999999,8.556000000000001
5.5 hr,6.799003030303033,7.4557484848484945,7.258787878787885,7.571178787878762,8.324675757575754
50 day,6.6906,6.7627999999999995,6.7886,6.9624,6.997999999999999
50 min,6.98612,7.4967,7.275100000000005,7.581639999999997,8.4885
55 min,6.9802,7.499872727272726,7.269890909090913,7.578763636363633,8.485454545454546
6 hr,6.796347222222228,7.443380555555561,7.277513888888892,7.573569444444422,8.288602777777777
6.5 hr,6.809505128205133,7.426792307692312,7.2983564102564085,7.574871794871774,8.24243333333333
60 day,6.738416666666667,6.76325,6.764583333333334,6.828500000000001,6.865333333333334
70 day,6.798214285714286,6.782642857142857,6.784214285714286,6.849642857142858,6.877785714285715
80 day,6.833312500000001,6.8094375,6.815937499999999,6.8831875,6.8994374999999994
90 day,6.804333333333334,6.863722222222222,6.868277777777776,6.8984999999999985,6.9051666666666645
Tomorrow,6.86,7.36,7.69,8.57,8.29
