,2018-12-18,2018-12-20,2018-12-26,2019-01-02,2019-01-11,2019-01-18
1 hr,9.185116666666667,8.353600000000004,7.472766666666667,7.626166666666667,9.448183333333333,9.587433333333335
1 min,9.2,8.4,7.62,7.71,9.5,9.71
1.5 hr,9.192522222222216,8.348211111111116,7.460788888888888,7.664355555555558,9.437622222222213,9.559455555555555
10 day,10.897,10.242999999999999,9.096,7.872999999999999,8.536,9.501
10 min,9.215,8.3655,7.575999999999999,7.656999999999999,9.482,9.733
100 day,14.990500000000003,14.9192,14.7767,14.542199999999998,14.067099999999998,13.759099999999997
125 day,14.10264,14.08936,14.05032,13.977039999999999,13.870320000000001,13.81568
15 min,9.218666666666666,8.359333333333334,7.555000000000001,7.650666666666666,9.480666666666668,9.699333333333332
150 day,12.966133333333335,12.997266666666668,13.028200000000002,13.058066666666669,13.161333333333337,13.202133333333334
175 day,11.931771428571428,11.964857142857142,12.000057142857145,12.042114285714286,12.17251428571428,12.28605714285714
2 day,9.315,8.56,7.495,7.505,9.48,9.774999999999999
2 hr,9.217391666666659,8.325566666666669,7.462400000000005,7.6805083333333375,9.432108333333339,9.538366666666668
2.5 hr,9.237093333333318,8.31688,7.469160000000005,7.700053333333338,9.427986666666685,9.513626666666674
20 day,11.527499999999998,11.133999999999997,10.426499999999999,9.537499999999998,8.620500000000002,8.593499999999999
20 min,9.218999999999998,8.36575,7.542499999999999,7.635000000000001,9.47475,9.675499999999996
200 day,11.225150000000006,11.238300000000004,11.246200000000005,11.255450000000002,11.358249999999996,11.455249999999994
25 min,9.2158,8.3724,7.5219999999999985,7.6228,9.4712,9.660359999999997
3 hr,9.266427777777768,8.314883333333329,7.474566666666671,7.726088888888887,9.430594444444464,9.496022222222237
3.5 hr,9.300761904761897,8.319257142857134,7.48047142857143,7.738580952380946,9.43329523809526,9.474433333333344
30 day,12.408333333333331,11.847,11.178666666666665,10.425999999999997,9.656333333333333,9.25
30 min,9.211999999999998,8.370666666666668,7.508166666666665,7.612333333333333,9.469299999999999,9.646633333333332
4 hr,9.327391666666658,8.327341666666662,7.475887500000003,7.740074999999994,9.43176250000002,9.458337500000008
4.5 hr,9.341362962962956,8.342340740740735,7.4644222222222245,7.743618518518509,9.426629629629646,9.436362962962969
40 day,13.552999999999997,13.076249999999998,12.410249999999998,11.474249999999998,10.37125,9.966999999999999
45 min,9.199888888888891,8.368622222222225,7.48471111111111,7.611444444444445,9.457755555555556,9.61768888888889
5 day,10.236,9.187999999999999,7.956,7.475999999999999,9.374,9.628
5 hr,9.35249333333332,8.367646666666666,7.451786666666669,7.742633333333324,9.417676666666688,9.415613333333335
5 min,9.209,8.388,7.603999999999999,7.677,9.4914,9.714
5.5 hr,9.366954545454531,8.396721212121204,7.443112121212127,7.729557575757571,9.409736363636384,9.397651515151512
50 day,14.331799999999996,13.980399999999996,13.395999999999994,12.583799999999995,11.452000000000004,10.7204
50 min,9.196140000000003,8.364560000000004,7.479839999999999,7.6145000000000005,9.45452,9.60742
55 min,9.191218181818183,8.358490909090913,7.47610909090909,7.618363636363637,9.451836363636366,9.596018181818183
6 hr,9.384377777777766,8.426702777777772,7.437466666666673,7.706872222222217,9.404002777777796,9.392574999999997
6.5 hr,9.406823076923063,8.458287179487174,7.443261538461546,7.675894871794869,9.400012820512838,9.400230769230767
60 day,14.74583333333333,14.48883333333333,14.038499999999996,13.39166666666666,12.416499999999997,11.744166666666668
70 day,14.931999999999997,14.71785714285714,14.353571428571428,13.862999999999994,13.115142857142857,12.572714285714284
80 day,15.135749999999996,14.954124999999996,14.611124999999998,14.134874999999997,13.519625,13.113125
90 day,15.209444444444443,15.056999999999997,14.774222222222221,14.403999999999996,13.826777777777776,13.44122222222222
Tomorrow,8.72,7.67,7.31,7.72,9.3,9.29
